i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.53,,,,,,,,,,,,,,,,,,
2,0.53,1.33,,,,,,,,,,,,,,,,,
3,0.53,1.33,2.18,,,,,,,,,,,,,,,,
4,0.53,1.33,2.18,3.06,,,,,,,,,,,,,,,
5,0.53,1.33,2.18,3.06,3.95,,,,,,,,,,,,,,
6,0.53,1.33,2.18,3.06,3.95,4.85,,,,,,,,,,,,,
7,0.53,1.33,2.18,3.06,3.95,4.85,5.75,,,,,,,,,,,,
8,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,,,,,,,,,,,
9,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.59,,,,,,,,,,
10,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.59,8.51,,,,,,,,,
11,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.59,8.51,9.43,,,,,,,,
12,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.59,8.51,9.43,10.36,,,,,,,
13,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.59,8.51,9.43,10.36,11.29,,,,,,
14,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.59,8.51,9.43,10.36,11.29,12.23,,,,,
15,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.59,8.51,9.43,10.36,11.29,12.23,13.16,,,,
16,0.53,1.33,2.18,3.06,3.95,4.85,5.75,6.67,7.58,8.51,9.43,10.36,11.29,12.23,13.16,14.10,,,
17,0.52,1.33,2.18,3.05,3.94,4.84,5.75,6.66,7.58,8.50,9.42,10.35,11.28,12.22,13.15,14.09,15.03,,
18,0.50,1.30,2.15,3.02,3.90,4.80,5.70,6.61,7.53,8.45,9.37,10.30,11.23,12.16,13.10,14.03,14.97,15.91,
19,0.41,1.17,1.98,2.83,3.69,4.57,5.46,6.35,7.26,8.16,9.08,9.99,10.91,11.84,12.76,13.69,14.62,15.55,16.49
