i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.57,,,,,,,,,,,,,,,,,,
2,0.57,1.33,,,,,,,,,,,,,,,,,
3,0.57,1.33,2.02,,,,,,,,,,,,,,,,
4,0.57,1.33,2.02,2.78,,,,,,,,,,,,,,,
5,0.57,1.33,2.02,2.78,3.58,,,,,,,,,,,,,,
6,0.57,1.33,2.02,2.78,3.58,4.40,,,,,,,,,,,,,
7,0.57,1.33,2.02,2.78,3.58,4.40,5.23,,,,,,,,,,,,
8,0.57,1.33,2.02,2.78,3.58,4.40,5.23,6.07,,,,,,,,,,,
9,0.57,1.33,2.02,2.78,3.58,4.40,5.23,6.07,6.91,,,,,,,,,,
10,0.57,1.33,2.02,2.78,3.58,4.40,5.23,6.07,6.91,7.77,,,,,,,,,
11,0.57,1.33,2.02,2.78,3.58,4.40,5.23,6.07,6.91,7.77,8.63,,,,,,,,
12,0.57,1.33,2.02,2.78,3.58,4.40,5.23,6.07,6.91,7.77,8.63,9.50,,,,,,,
13,0.57,1.33,2.02,2.78,3.58,4.40,5.23,6.07,6.91,7.77,8.63,9.49,10.37,,,,,,
14,0.57,1.32,2.02,2.78,3.58,4.40,5.23,6.06,6.91,7.77,8.63,9.49,10.36,11.24,,,,,
15,0.57,1.32,2.01,2.78,3.58,4.39,5.22,6.06,6.91,7.76,8.62,9.49,10.36,11.23,12.11,,,,
16,0.56,1.31,2.00,2.76,3.56,4.38,5.21,6.04,6.89,7.74,8.60,9.47,10.34,11.22,12.09,12.98,,,
17,0.55,1.28,1.97,2.72,3.52,4.33,5.15,5.99,6.83,7.68,8.54,9.40,10.27,11.14,12.02,12.90,13.79,,
18,0.45,1.20,1.85,2.57,3.36,4.15,4.97,5.79,6.62,7.47,8.32,9.17,10.03,10.90,11.77,12.64,13.52,14.40,
19,0.26,0.83,1.47,2.16,2.88,3.62,4.38,5.16,5.96,6.76,7.57,8.39,9.22,10.06,10.90,11.75,12.60,13.45,14.32
