i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.40,,,,,,,,,,,,,,,,,,
2,0.40,1.08,,,,,,,,,,,,,,,,,
3,0.40,1.08,1.86,,,,,,,,,,,,,,,,
4,0.40,1.08,1.86,2.64,,,,,,,,,,,,,,,
5,0.40,1.08,1.86,2.64,3.45,,,,,,,,,,,,,,
6,0.40,1.08,1.86,2.64,3.45,4.28,,,,,,,,,,,,,
7,0.40,1.08,1.86,2.64,3.45,4.28,5.12,,,,,,,,,,,,
8,0.40,1.08,1.86,2.64,3.45,4.28,5.12,5.97,,,,,,,,,,,
9,0.40,1.08,1.86,2.64,3.45,4.28,5.12,5.97,6.83,,,,,,,,,,
10,0.40,1.08,1.86,2.64,3.45,4.28,5.12,5.97,6.83,7.70,,,,,,,,,
11,0.40,1.08,1.86,2.64,3.45,4.28,5.12,5.97,6.83,7.70,8.58,,,,,,,,
12,0.40,1.08,1.86,2.64,3.45,4.28,5.12,5.97,6.83,7.70,8.58,9.46,,,,,,,
13,0.40,1.08,1.86,2.64,3.45,4.28,5.12,5.97,6.83,7.70,8.58,9.46,10.34,,,,,,
14,0.40,1.08,1.85,2.63,3.45,4.28,5.12,5.97,6.83,7.70,8.57,9.46,10.34,11.23,,,,,
15,0.40,1.08,1.85,2.63,3.44,4.28,5.12,5.97,6.83,7.70,8.57,9.45,10.34,11.23,12.12,,,,
16,0.39,1.07,1.85,2.63,3.44,4.26,5.11,5.96,6.82,7.69,8.56,9.44,10.32,11.21,12.11,13.00,,,
17,0.38,1.05,1.82,2.60,3.40,4.24,5.07,5.92,6.78,7.64,8.52,9.39,10.28,11.16,12.05,12.95,13.85,,
18,0.33,0.98,1.72,2.50,3.29,4.10,4.93,5.77,6.62,7.48,8.35,9.22,10.10,10.98,11.86,12.75,13.64,14.54,
19,0.21,0.76,1.42,2.12,2.87,3.63,4.42,5.22,6.04,6.87,7.71,8.55,9.40,10.26,11.12,11.99,12.86,13.73,14.62
