i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.45,,,,,,,,,,,,,,,,,,,
2,5.16,5.52,,,,,,,,,,,,,,,,,,
3,4.86,5.22,5.54,,,,,,,,,,,,,,,,,
4,4.57,4.93,5.25,5.54,,,,,,,,,,,,,,,,
5,4.27,4.63,4.95,5.25,5.53,,,,,,,,,,,,,,,
6,3.98,4.33,4.65,4.95,5.24,5.51,,,,,,,,,,,,,,
7,3.68,4.04,4.36,4.66,4.94,5.22,5.49,,,,,,,,,,,,,
8,3.38,3.74,4.06,4.36,4.65,4.92,5.19,5.46,,,,,,,,,,,,
9,3.09,3.45,3.77,4.07,4.35,4.63,4.90,5.16,5.42,,,,,,,,,,,
10,2.79,3.15,3.47,3.77,4.05,4.33,4.60,4.86,5.12,5.38,,,,,,,,,,
11,2.50,2.85,3.17,3.47,3.76,4.03,4.30,4.57,4.83,5.08,5.34,,,,,,,,,
12,2.20,2.56,2.88,3.18,3.46,3.74,4.01,4.27,4.53,4.79,5.04,5.29,,,,,,,,
13,1.90,2.26,2.58,2.88,3.17,3.44,3.71,3.98,4.23,4.49,4.74,4.99,5.24,,,,,,,
14,1.61,1.97,2.29,2.59,2.87,3.15,3.42,3.68,3.94,4.19,4.45,4.70,4.95,5.19,,,,,,
15,1.31,1.67,1.99,2.29,2.57,2.85,3.12,3.38,3.64,3.90,4.15,4.40,4.65,4.90,5.14,,,,,
16,1.02,1.37,1.69,1.99,2.28,2.55,2.82,3.09,3.35,3.60,3.85,4.10,4.35,4.60,4.84,5.08,,,,
17,0.72,1.08,1.40,1.69,1.98,2.25,2.52,2.79,3.04,3.30,3.55,3.80,4.05,4.30,4.54,4.78,5.02,,,
18,0.43,0.78,1.10,1.39,1.67,1.94,2.21,2.47,2.72,2.98,3.23,3.48,3.72,3.97,4.21,4.45,4.69,4.93,,
19,0.17,0.48,0.77,1.05,1.31,1.57,1.83,2.08,2.33,2.57,2.81,3.05,3.29,3.53,3.76,4.00,4.23,4.47,4.70,
20,0.00,0.19,0.39,0.59,0.79,0.99,1.19,1.39,1.59,1.79,1.99,2.19,2.39,2.59,2.79,2.99,3.19,3.39,3.59,3.79
