i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.40,,,,,,,,,,,,,,,,,,
2,0.40,1.23,,,,,,,,,,,,,,,,,
3,0.40,1.23,2.11,,,,,,,,,,,,,,,,
4,0.40,1.23,2.11,3.00,,,,,,,,,,,,,,,
5,0.40,1.23,2.11,3.00,3.91,,,,,,,,,,,,,,
6,0.40,1.23,2.11,3.00,3.91,4.83,,,,,,,,,,,,,
7,0.40,1.23,2.11,3.00,3.91,4.83,5.75,,,,,,,,,,,,
8,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,,,,,,,,,,,
9,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,,,,,,,,,,
10,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,8.55,,,,,,,,,
11,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,8.55,9.49,,,,,,,,
12,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,8.55,9.49,10.42,,,,,,,
13,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,8.55,9.49,10.42,11.37,,,,,,
14,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,8.55,9.49,10.42,11.37,12.57,,,,,
15,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,8.55,9.49,10.42,11.38,12.52,13.40,,,,
16,0.40,1.23,2.11,3.00,3.91,4.83,5.75,6.68,7.61,8.55,9.49,10.42,11.38,12.52,13.40,13.69,,,
17,0.40,1.23,2.11,3.00,3.91,4.82,5.75,6.68,7.61,8.54,9.48,10.42,11.37,12.52,13.40,13.69,13.50,,
18,0.39,1.22,2.09,2.98,3.89,4.80,5.72,6.65,7.58,8.51,9.45,10.39,11.33,12.32,13.40,13.69,13.50,14.41,
19,0.31,1.12,1.97,2.85,3.74,4.64,5.55,6.46,7.39,8.31,9.24,10.17,11.11,12.06,13.19,13.81,13.60,14.41,15.20
