i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.92,,,,,,,,,,,,,,,,,,,
2,6.56,7.05,,,,,,,,,,,,,,,,,,
3,6.19,6.69,7.03,,,,,,,,,,,,,,,,,
4,5.83,6.32,6.66,6.99,,,,,,,,,,,,,,,,
5,5.46,5.95,6.29,6.62,6.93,,,,,,,,,,,,,,,
6,5.09,5.59,5.93,6.26,6.57,6.87,,,,,,,,,,,,,,
7,4.73,5.22,5.56,5.89,6.20,6.51,6.80,,,,,,,,,,,,,
8,4.36,4.86,5.20,5.52,5.84,6.14,6.43,6.72,,,,,,,,,,,,
9,4.00,4.49,4.83,5.16,5.47,5.77,6.07,6.36,6.64,,,,,,,,,,,
10,3.63,4.12,4.47,4.79,5.11,5.41,5.70,5.99,6.27,6.55,,,,,,,,,,
11,3.27,3.76,4.10,4.43,4.74,5.04,5.34,5.63,5.91,6.19,6.46,,,,,,,,,
12,2.90,3.39,3.73,4.06,4.37,4.68,4.97,5.26,5.54,5.82,6.10,6.37,,,,,,,,
13,2.53,3.03,3.37,3.69,4.01,4.31,4.61,4.89,5.18,5.46,5.73,6.00,6.27,,,,,,,
14,2.17,2.66,3.00,3.33,3.64,3.94,4.24,4.53,4.81,5.09,5.36,5.64,5.90,6.17,,,,,,
15,1.80,2.30,2.64,2.96,3.28,3.58,3.87,4.16,4.44,4.72,5.00,5.27,5.54,5.80,6.06,,,,,
16,1.43,1.93,2.27,2.59,2.91,3.21,3.50,3.79,4.07,4.35,4.63,4.90,5.17,5.43,5.69,5.95,,,,
17,1.07,1.56,1.90,2.22,2.53,2.83,3.13,3.41,3.69,3.97,4.24,4.51,4.78,5.05,5.31,5.57,5.83,,,
18,0.70,1.18,1.51,1.83,2.13,2.43,2.72,3.00,3.28,3.55,3.82,4.09,4.35,4.61,4.87,5.13,5.39,5.64,,
19,0.32,0.78,1.08,1.37,1.65,1.93,2.20,2.46,2.72,2.98,3.24,3.49,3.75,4.00,4.25,4.49,4.74,4.98,5.23,
20,0.00,0.34,0.54,0.74,0.94,1.14,1.34,1.54,1.74,1.94,2.14,2.34,2.54,2.74,2.94,3.14,3.34,3.54,3.74,3.94
