i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.37,,,,,,,,,,,,,,,,,,
2,0.37,1.02,,,,,,,,,,,,,,,,,
3,0.37,1.02,1.74,,,,,,,,,,,,,,,,
4,0.37,1.02,1.74,2.51,,,,,,,,,,,,,,,
5,0.37,1.02,1.74,2.51,3.27,,,,,,,,,,,,,,
6,0.37,1.02,1.74,2.51,3.27,4.06,,,,,,,,,,,,,
7,0.37,1.02,1.74,2.51,3.27,4.06,4.87,,,,,,,,,,,,
8,0.37,1.02,1.74,2.51,3.27,4.06,4.87,5.69,,,,,,,,,,,
9,0.37,1.02,1.74,2.51,3.27,4.06,4.87,5.69,6.52,,,,,,,,,,
10,0.37,1.02,1.74,2.51,3.27,4.06,4.87,5.69,6.52,7.36,,,,,,,,,
11,0.37,1.02,1.74,2.51,3.27,4.06,4.87,5.69,6.52,7.36,8.21,,,,,,,,
12,0.37,1.02,1.74,2.51,3.27,4.06,4.87,5.69,6.52,7.36,8.21,9.07,,,,,,,
13,0.37,1.02,1.74,2.51,3.27,4.06,4.87,5.69,6.52,7.36,8.21,9.07,9.94,,,,,,
14,0.37,1.02,1.73,2.51,3.27,4.06,4.87,5.69,6.52,7.36,8.21,9.07,9.93,10.80,,,,,
15,0.36,1.02,1.73,2.50,3.27,4.06,4.86,5.68,6.51,7.36,8.21,9.06,9.93,10.80,11.67,,,,
16,0.36,1.01,1.72,2.49,3.26,4.04,4.85,5.67,6.50,7.34,8.19,9.05,9.91,10.78,11.65,12.53,,,
17,0.34,0.98,1.68,2.45,3.21,4.00,4.80,5.61,6.44,7.28,8.13,8.98,9.84,10.71,11.58,12.46,13.34,,
18,0.29,0.89,1.57,2.33,3.06,3.83,4.62,5.42,6.24,7.07,7.91,8.75,9.61,10.47,11.33,12.20,13.07,13.95,
19,0.18,0.68,1.27,1.92,2.61,3.33,4.07,4.83,5.60,6.39,7.19,8.00,8.82,9.65,10.48,11.32,12.17,13.02,13.87
