i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.28,,,,,,,,,,,,,,,,,,,
2,3.10,3.38,,,,,,,,,,,,,,,,,,
3,2.93,3.20,3.46,,,,,,,,,,,,,,,,,
4,2.75,3.03,3.29,3.54,,,,,,,,,,,,,,,,
5,2.58,2.85,3.11,3.36,3.60,,,,,,,,,,,,,,,
6,2.40,2.67,2.93,3.18,3.43,3.67,,,,,,,,,,,,,,
7,2.22,2.50,2.76,3.01,3.25,3.49,3.73,,,,,,,,,,,,,
8,2.05,2.32,2.58,2.83,3.08,3.32,3.55,3.79,,,,,,,,,,,,
9,1.87,2.15,2.41,2.66,2.90,3.14,3.38,3.61,3.84,,,,,,,,,,,
10,1.70,1.97,2.23,2.48,2.73,2.97,3.20,3.44,3.67,3.90,,,,,,,,,,
11,1.52,1.80,2.06,2.31,2.55,2.79,3.03,3.26,3.49,3.72,3.95,,,,,,,,,
12,1.35,1.62,1.88,2.13,2.38,2.61,2.85,3.08,3.32,3.55,3.77,4.00,,,,,,,,
13,1.17,1.45,1.71,1.96,2.20,2.44,2.68,2.91,3.14,3.37,3.60,3.82,4.05,,,,,,,
14,1.00,1.27,1.53,1.78,2.02,2.26,2.50,2.73,2.96,3.19,3.42,3.65,3.87,4.10,,,,,,
15,0.82,1.10,1.36,1.61,1.85,2.09,2.32,2.56,2.79,3.02,3.25,3.47,3.70,3.92,4.15,,,,,
16,0.65,0.92,1.18,1.43,1.67,1.91,2.15,2.38,2.61,2.84,3.07,3.30,3.52,3.75,3.97,4.19,,,,
17,0.47,0.74,1.00,1.25,1.50,1.74,1.97,2.21,2.44,2.67,2.89,3.12,3.35,3.57,3.79,4.02,4.30,,,
18,0.30,0.57,0.83,1.08,1.32,1.56,1.79,2.02,2.26,2.48,2.71,2.94,3.16,3.39,3.61,3.83,4.12,4.29,,
19,0.13,0.39,0.64,0.88,1.12,1.35,1.58,1.81,2.04,2.26,2.49,2.71,2.93,3.15,3.37,3.59,3.85,4.11,2.57,
20,0.00,0.20,0.40,0.60,0.80,1.00,1.20,1.40,1.60,1.80,2.00,2.20,2.40,2.60,2.80,3.00,3.20,3.40,3.60,3.80
