i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.52,,,,,,,,,,,,,,,,,,,
2,8.06,8.78,,,,,,,,,,,,,,,,,,
3,7.61,8.33,8.89,,,,,,,,,,,,,,,,,
4,7.16,7.88,8.44,8.98,,,,,,,,,,,,,,,,
5,6.71,7.43,7.99,8.52,9.04,,,,,,,,,,,,,,,
6,6.26,6.97,7.54,8.07,8.59,9.10,,,,,,,,,,,,,,
7,5.81,6.52,7.09,7.62,8.14,8.65,9.14,,,,,,,,,,,,,
8,5.35,6.07,6.63,7.17,7.69,8.19,8.69,9.18,,,,,,,,,,,,
9,4.90,5.62,6.18,6.72,7.24,7.74,8.24,8.73,9.22,,,,,,,,,,,
10,4.45,5.17,5.73,6.27,6.78,7.29,7.79,8.28,8.76,9.24,,,,,,,,,,
11,4.00,4.72,5.28,5.81,6.33,6.84,7.34,7.83,8.31,8.79,9.27,,,,,,,,,
12,3.55,4.26,4.83,5.36,5.88,6.39,6.88,7.38,7.86,8.34,8.82,9.29,,,,,,,,
13,3.10,3.81,4.38,4.91,5.43,5.94,6.43,6.92,7.41,7.89,8.36,8.84,9.31,,,,,,,
14,2.64,3.36,3.92,4.46,4.98,5.48,5.98,6.47,6.96,7.44,7.91,8.38,8.85,9.32,,,,,,
15,2.19,2.91,3.47,4.01,4.53,5.03,5.53,6.02,6.50,6.98,7.46,7.93,8.40,8.87,9.33,,,,,
16,1.74,2.46,3.02,3.56,4.07,4.58,5.08,5.57,6.05,6.53,7.01,7.48,7.95,8.42,8.88,9.34,,,,
17,1.29,2.00,2.57,3.10,3.62,4.13,4.62,5.11,5.60,6.08,6.55,7.03,7.50,7.96,8.43,8.89,9.35,,,
18,0.84,1.55,2.11,2.64,3.16,3.66,4.16,4.65,5.13,5.61,6.08,6.55,7.02,7.49,7.95,8.41,8.87,9.33,,
19,0.40,1.08,1.62,2.13,2.63,3.12,3.60,4.08,4.56,5.03,5.49,5.95,6.42,6.87,7.33,7.79,8.24,8.69,9.14,
20,0.00,0.51,0.91,1.31,1.71,2.11,2.51,2.91,3.31,3.71,4.11,4.51,4.91,5.31,5.71,6.11,6.51,6.91,7.31,7.71
