i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.97,,,,,,,,,,,,,,,,,,,
2,8.50,9.21,,,,,,,,,,,,,,,,,,
3,8.02,8.74,9.31,,,,,,,,,,,,,,,,,
4,7.54,8.26,8.83,9.38,,,,,,,,,,,,,,,,
5,7.07,7.78,8.36,8.90,9.43,,,,,,,,,,,,,,,
6,6.59,7.31,7.88,8.43,8.96,9.47,,,,,,,,,,,,,,
7,6.12,6.83,7.40,7.95,8.48,9.00,9.50,,,,,,,,,,,,,
8,5.64,6.36,6.93,7.48,8.00,8.52,9.03,9.53,,,,,,,,,,,,
9,5.17,5.88,6.45,7.00,7.53,8.05,8.55,9.05,9.54,,,,,,,,,,,
10,4.69,5.41,5.98,6.52,7.05,7.57,8.08,8.58,9.07,9.56,,,,,,,,,,
11,4.21,4.93,5.50,6.05,6.58,7.09,7.60,8.10,8.59,9.08,9.56,,,,,,,,,
12,3.74,4.45,5.03,5.57,6.10,6.62,7.12,7.62,8.12,8.60,9.09,9.57,,,,,,,,
13,3.26,3.98,4.55,5.10,5.63,6.14,6.65,7.15,7.64,8.13,8.61,9.09,9.57,,,,,,,
14,2.79,3.50,4.07,4.62,5.15,5.67,6.17,6.67,7.16,7.65,8.14,8.61,9.09,9.56,,,,,,
15,2.31,3.03,3.60,4.14,4.67,5.19,5.70,6.20,6.69,7.18,7.66,8.14,8.61,9.09,9.56,,,,,
16,1.84,2.55,3.12,3.67,4.20,4.71,5.22,5.72,6.21,6.70,7.18,7.66,8.14,8.61,9.08,9.55,,,,
17,1.36,2.07,2.64,3.19,3.72,4.24,4.74,5.24,5.73,6.22,6.70,7.18,7.66,8.13,8.60,9.07,9.53,,,
18,0.89,1.60,2.16,2.71,3.23,3.75,4.25,4.75,5.24,5.72,6.21,6.68,7.16,7.63,8.10,8.56,9.03,9.49,,
19,0.41,1.09,1.64,2.16,2.67,3.17,3.66,4.14,4.62,5.10,5.57,6.04,6.51,6.97,7.43,7.89,8.35,8.80,9.26,
20,0.00,0.51,0.91,1.31,1.71,2.11,2.51,2.91,3.31,3.71,4.11,4.51,4.91,5.31,5.71,6.11,6.51,6.91,7.31,7.71
