i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.70,,,,,,,,,,,,,,,,,,
2,0.70,1.64,,,,,,,,,,,,,,,,,
3,0.70,1.64,2.61,,,,,,,,,,,,,,,,
4,0.70,1.64,2.61,3.57,,,,,,,,,,,,,,,
5,0.70,1.64,2.61,3.57,4.54,,,,,,,,,,,,,,
6,0.70,1.64,2.61,3.57,4.54,5.51,,,,,,,,,,,,,
7,0.70,1.64,2.61,3.57,4.54,5.51,6.48,,,,,,,,,,,,
8,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,,,,,,,,,,,
9,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,8.43,,,,,,,,,,
10,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,8.43,9.41,,,,,,,,,
11,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,8.43,9.41,10.39,,,,,,,,
12,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,8.43,9.41,10.39,11.37,,,,,,,
13,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,8.43,9.41,10.39,11.37,12.35,,,,,,
14,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,8.43,9.41,10.39,11.37,12.35,13.34,,,,,
15,0.70,1.64,2.61,3.57,4.54,5.51,6.48,7.46,8.43,9.41,10.39,11.37,12.35,13.33,14.32,,,,
16,0.70,1.64,2.61,3.57,4.53,5.51,6.48,7.46,8.43,9.41,10.39,11.37,12.35,13.33,14.31,15.30,,,
17,0.70,1.63,2.60,3.56,4.53,5.50,6.47,7.45,8.42,9.40,10.38,11.36,12.34,13.32,14.30,15.28,16.27,,
18,0.65,1.58,2.54,3.50,4.46,5.42,6.39,7.36,8.34,9.31,10.29,11.26,12.24,13.22,14.20,15.18,16.16,17.14,
19,0.49,1.31,2.20,3.10,4.03,4.96,5.90,6.84,7.79,8.74,9.69,10.65,11.60,12.56,13.52,14.49,15.45,16.42,17.38
