i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.01,,,,,,,,,,,,,,,,,,,
2,9.48,10.29,,,,,,,,,,,,,,,,,,
3,8.96,9.76,10.35,,,,,,,,,,,,,,,,,
4,8.43,9.23,9.82,10.39,,,,,,,,,,,,,,,,
5,7.90,8.71,9.30,9.87,10.42,,,,,,,,,,,,,,,
6,7.37,8.18,8.77,9.34,9.89,10.43,,,,,,,,,,,,,,
7,6.85,7.65,8.24,8.81,9.36,9.90,10.42,,,,,,,,,,,,,
8,6.32,7.12,7.71,8.28,8.83,9.37,9.90,10.41,,,,,,,,,,,,
9,5.79,6.59,7.18,7.75,8.30,8.84,9.37,9.88,10.39,,,,,,,,,,,
10,5.26,6.07,6.66,7.23,7.78,8.31,8.84,9.36,9.87,10.37,,,,,,,,,,
11,4.73,5.54,6.13,6.70,7.25,7.79,8.31,8.83,9.34,9.84,10.34,,,,,,,,,
12,4.21,5.01,5.60,6.17,6.72,7.26,7.78,8.30,8.81,9.31,9.81,10.31,,,,,,,,
13,3.68,4.48,5.07,5.64,6.19,6.73,7.26,7.77,8.28,8.79,9.28,9.78,10.27,,,,,,,
14,3.15,3.95,4.55,5.11,5.67,6.20,6.73,7.25,7.75,8.26,8.76,9.25,9.74,10.23,,,,,,
15,2.62,3.43,4.02,4.59,5.14,5.67,6.20,6.72,7.23,7.73,8.23,8.72,9.21,9.70,10.18,,,,,
16,2.09,2.90,3.49,4.06,4.61,5.15,5.67,6.19,6.70,7.20,7.70,8.19,8.68,9.17,9.65,10.13,,,,
17,1.57,2.37,2.96,3.53,4.08,4.61,5.14,5.66,6.17,6.67,7.17,7.66,8.15,8.63,9.12,9.60,10.07,,,
18,1.04,1.84,2.42,2.98,3.53,4.06,4.59,5.10,5.61,6.11,6.61,7.10,7.58,8.07,8.55,9.03,9.50,9.98,,
19,0.48,1.26,1.82,2.36,2.88,3.40,3.90,4.40,4.89,5.38,5.87,6.35,6.82,7.30,7.77,8.24,8.71,9.17,9.63,
20,0.00,0.58,0.98,1.38,1.78,2.18,2.58,2.98,3.38,3.78,4.18,4.58,4.98,5.38,5.78,6.18,6.58,6.98,7.38,7.78
