i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.68,,,,,,,,,,,,,,,,,,
2,0.68,1.62,,,,,,,,,,,,,,,,,
3,0.68,1.62,2.60,,,,,,,,,,,,,,,,
4,0.68,1.62,2.60,3.56,,,,,,,,,,,,,,,
5,0.68,1.62,2.60,3.56,4.52,,,,,,,,,,,,,,
6,0.68,1.62,2.60,3.56,4.52,5.50,,,,,,,,,,,,,
7,0.68,1.62,2.60,3.56,4.52,5.50,6.46,,,,,,,,,,,,
8,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,,,,,,,,,,,
9,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,8.42,,,,,,,,,,
10,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,8.42,9.39,,,,,,,,,
11,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,8.42,9.39,10.38,,,,,,,,
12,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,8.42,9.39,10.38,11.36,,,,,,,
13,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,8.42,9.39,10.38,11.36,12.34,,,,,,
14,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,8.42,9.39,10.38,11.36,12.34,13.32,,,,,
15,0.68,1.62,2.60,3.56,4.52,5.50,6.46,7.45,8.41,9.39,10.38,11.36,12.34,13.32,14.30,,,,
16,0.68,1.62,2.60,3.56,4.51,5.49,6.46,7.44,8.41,9.39,10.38,11.36,12.34,13.31,14.29,15.29,,,
17,0.67,1.61,2.58,3.54,4.51,5.49,6.46,7.43,8.40,9.38,10.37,11.35,12.32,13.30,14.29,15.27,16.25,,
18,0.64,1.56,2.53,3.48,4.45,5.41,6.38,7.35,8.32,9.29,10.28,11.26,12.23,13.21,14.19,15.16,16.14,17.12,
19,0.48,1.30,2.19,3.10,4.03,4.96,5.89,6.83,7.79,8.73,9.69,10.64,11.61,12.56,13.53,14.48,15.46,16.41,17.39
