i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.76,,,,,,,,,,,,,,,,,,,
2,4.51,4.96,,,,,,,,,,,,,,,,,,
3,4.26,4.70,5.18,,,,,,,,,,,,,,,,,
4,4.00,4.45,4.93,5.40,,,,,,,,,,,,,,,,
5,3.75,4.19,4.68,5.15,5.61,,,,,,,,,,,,,,,
6,3.49,3.94,4.42,4.89,5.35,5.81,,,,,,,,,,,,,,
7,3.24,3.69,4.17,4.64,5.10,5.55,6.00,,,,,,,,,,,,,
8,2.99,3.43,3.92,4.39,4.85,5.30,5.75,6.20,,,,,,,,,,,,
9,2.73,3.18,3.66,4.13,4.59,5.05,5.50,5.94,6.39,,,,,,,,,,,
10,2.48,2.93,3.41,3.88,4.34,4.79,5.24,5.69,6.13,6.57,,,,,,,,,,
11,2.23,2.67,3.16,3.63,4.09,4.54,4.99,5.44,5.88,6.32,6.76,,,,,,,,,
12,1.97,2.42,2.90,3.37,3.83,4.29,4.74,5.18,5.63,6.07,6.51,6.94,,,,,,,,
13,1.72,2.17,2.65,3.12,3.58,4.03,4.48,4.93,5.37,5.81,6.25,6.69,7.12,,,,,,,
14,1.47,1.91,2.40,2.86,3.32,3.78,4.23,4.68,5.12,5.56,6.00,6.43,6.87,7.30,,,,,,
15,1.21,1.66,2.14,2.61,3.07,3.53,3.98,4.42,4.86,5.31,5.74,6.18,6.62,7.05,7.48,,,,,
16,0.96,1.41,1.89,2.36,2.82,3.27,3.72,4.17,4.61,5.05,5.49,5.93,6.36,6.80,7.23,7.66,,,,
17,0.70,1.15,1.63,2.10,2.56,3.02,3.47,3.91,4.36,4.80,5.24,5.67,6.11,6.54,6.98,7.41,7.84,,,
18,0.45,0.90,1.38,1.85,2.31,2.76,3.21,3.66,4.10,4.54,4.98,5.42,5.85,6.28,6.72,7.15,7.58,8.01,,
19,0.20,0.64,1.11,1.58,2.03,2.48,2.92,3.37,3.81,4.24,4.68,5.11,5.55,5.98,6.41,6.84,7.26,7.69,8.12,
20,0.00,0.34,0.74,1.14,1.54,1.94,2.34,2.74,3.14,3.54,3.94,4.34,4.74,5.14,5.54,5.94,6.34,6.74,7.14,7.54
