i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.28,,,,,,,,,,,,,,,,,,
2,0.28,1.26,,,,,,,,,,,,,,,,,
3,0.28,1.26,2.24,,,,,,,,,,,,,,,,
4,0.28,1.26,2.24,3.22,,,,,,,,,,,,,,,
5,0.28,1.26,2.24,3.22,4.20,,,,,,,,,,,,,,
6,0.28,1.26,2.24,3.22,4.20,5.18,,,,,,,,,,,,,
7,0.28,1.26,2.24,3.22,4.20,5.18,6.16,,,,,,,,,,,,
8,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,,,,,,,,,,,
9,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,,,,,,,,,,
10,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,9.12,,,,,,,,,
11,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,9.12,10.10,,,,,,,,
12,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,9.12,10.10,11.09,,,,,,,
13,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,9.12,10.10,11.09,12.10,,,,,,
14,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,9.12,10.10,11.09,12.10,13.64,,,,,
15,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,9.12,10.10,11.09,12.10,13.61,13.92,,,,
16,0.28,1.26,2.24,3.22,4.20,5.18,6.16,7.14,8.13,9.12,10.10,11.09,12.10,13.56,13.92,14.70,,,
17,0.28,1.26,2.24,3.21,4.19,5.18,6.16,7.14,8.13,9.11,10.10,11.09,12.07,13.56,13.92,14.70,15.58,,
18,0.28,1.26,2.23,3.20,4.18,5.17,6.15,7.13,8.12,9.10,10.09,11.07,12.06,13.40,13.92,14.70,15.58,16.60,
19,0.23,1.17,2.13,3.09,4.06,5.03,6.00,6.98,7.96,8.94,9.92,10.90,11.88,12.88,13.92,14.70,15.58,16.60,17.50
