i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.45,,,,,,,,,,,,,,,,,,,
2,8.95,9.73,,,,,,,,,,,,,,,,,,
3,8.45,9.23,9.81,,,,,,,,,,,,,,,,,
4,7.96,8.73,9.31,9.87,,,,,,,,,,,,,,,,
5,7.46,8.24,8.81,9.37,9.90,,,,,,,,,,,,,,,
6,6.96,7.74,8.32,8.87,9.41,9.93,,,,,,,,,,,,,,
7,6.46,7.24,7.82,8.37,8.91,9.43,9.95,,,,,,,,,,,,,
8,5.97,6.74,7.32,7.88,8.41,8.93,9.45,9.95,,,,,,,,,,,,
9,5.47,6.25,6.83,7.38,7.91,8.44,8.95,9.46,9.95,,,,,,,,,,,
10,4.97,5.75,6.33,6.88,7.42,7.94,8.45,8.96,9.46,9.95,,,,,,,,,,
11,4.47,5.25,5.83,6.38,6.92,7.44,7.96,8.46,8.96,9.45,9.94,,,,,,,,,
12,3.98,4.75,5.33,5.89,6.42,6.95,7.46,7.96,8.46,8.95,9.44,9.93,,,,,,,,
13,3.48,4.26,4.84,5.39,5.92,6.45,6.96,7.47,7.96,8.46,8.95,9.43,9.91,,,,,,,
14,2.98,3.76,4.34,4.89,5.43,5.95,6.46,6.97,7.47,7.96,8.45,8.93,9.41,9.89,,,,,,
15,2.48,3.26,3.84,4.39,4.93,5.45,5.97,6.47,6.97,7.46,7.95,8.43,8.92,9.39,9.87,,,,,
16,1.99,2.76,3.34,3.90,4.43,4.95,5.47,5.97,6.47,6.96,7.45,7.94,8.42,8.89,9.37,9.84,,,,
17,1.49,2.27,2.84,3.40,3.93,4.45,4.97,5.47,5.97,6.46,6.95,7.43,7.91,8.39,8.87,9.34,9.81,,,
18,1.00,1.77,2.34,2.89,3.42,3.94,4.45,4.95,5.45,5.94,6.43,6.91,7.39,7.86,8.34,8.81,9.28,9.74,,
19,0.47,1.23,1.78,2.31,2.82,3.32,3.82,4.31,4.79,5.27,5.75,6.22,6.69,7.16,7.62,8.09,8.55,9.01,9.46,
20,0.00,0.58,0.98,1.38,1.78,2.18,2.58,2.98,3.38,3.78,4.18,4.58,4.98,5.38,5.78,6.18,6.58,6.98,7.38,7.78
