i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.00,,,,,,,,,,,,,,,,,,
2,1.00,1.87,,,,,,,,,,,,,,,,,
3,1.00,1.87,2.82,,,,,,,,,,,,,,,,
4,1.00,1.87,2.82,3.79,,,,,,,,,,,,,,,
5,1.00,1.87,2.82,3.79,4.76,,,,,,,,,,,,,,
6,1.00,1.87,2.82,3.79,4.76,5.73,,,,,,,,,,,,,
7,1.00,1.87,2.82,3.79,4.76,5.73,6.71,,,,,,,,,,,,
8,1.00,1.87,2.82,3.79,4.76,5.73,6.71,7.69,,,,,,,,,,,
9,1.00,1.87,2.82,3.79,4.76,5.73,6.71,7.69,8.66,,,,,,,,,,
10,1.00,1.87,2.82,3.79,4.76,5.73,6.71,7.69,8.66,9.64,,,,,,,,,
11,1.00,1.87,2.82,3.79,4.76,5.73,6.71,7.69,8.66,9.64,10.62,,,,,,,,
12,1.00,1.87,2.82,3.79,4.76,5.73,6.71,7.69,8.66,9.64,10.62,11.60,,,,,,,
13,1.00,1.87,2.82,3.79,4.76,5.73,6.71,7.69,8.66,9.64,10.62,11.60,12.58,,,,,,
14,1.00,1.87,2.81,3.79,4.76,5.73,6.71,7.69,8.66,9.64,10.62,11.60,12.58,13.56,,,,,
15,1.00,1.87,2.81,3.79,4.76,5.73,6.71,7.69,8.66,9.64,10.62,11.60,12.58,13.56,14.54,,,,
16,1.00,1.87,2.81,3.78,4.76,5.73,6.71,7.68,8.66,9.64,10.62,11.60,12.58,13.56,14.54,15.52,,,
17,0.99,1.86,2.80,3.78,4.75,5.72,6.69,7.67,8.65,9.62,10.60,11.58,12.56,13.54,14.52,15.51,16.49,,
18,0.95,1.80,2.73,3.69,4.66,5.63,6.60,7.57,8.54,9.51,10.49,11.47,12.44,13.42,14.40,15.38,16.36,17.34,
19,0.61,1.46,2.35,3.25,4.17,5.09,6.03,6.97,7.91,8.86,9.81,10.76,11.71,12.67,13.63,14.59,15.55,16.51,17.48
