i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.55,,,,,,,,,,,,,,,,,,,
2,6.20,6.74,,,,,,,,,,,,,,,,,,
3,5.85,6.39,6.91,,,,,,,,,,,,,,,,,
4,5.50,6.04,6.56,7.06,,,,,,,,,,,,,,,,
5,5.15,5.69,6.21,6.71,7.19,,,,,,,,,,,,,,,
6,4.80,5.34,5.86,6.36,6.84,7.32,,,,,,,,,,,,,,
7,4.45,4.99,5.51,6.01,6.49,6.97,7.44,,,,,,,,,,,,,
8,4.10,4.64,5.16,5.66,6.15,6.62,7.09,7.56,,,,,,,,,,,,
9,3.75,4.29,4.81,5.31,5.80,6.27,6.74,7.21,7.67,,,,,,,,,,,
10,3.40,3.94,4.46,4.96,5.45,5.92,6.39,6.86,7.32,7.78,,,,,,,,,,
11,3.05,3.59,4.11,4.61,5.10,5.57,6.05,6.51,6.97,7.43,7.89,,,,,,,,,
12,2.70,3.24,3.76,4.26,4.75,5.22,5.70,6.16,6.62,7.08,7.54,7.99,,,,,,,,
13,2.35,2.89,3.41,3.91,4.40,4.88,5.35,5.81,6.27,6.73,7.19,7.64,8.09,,,,,,,
14,2.00,2.54,3.06,3.56,4.05,4.53,5.00,5.46,5.92,6.38,6.84,7.29,7.74,8.19,,,,,,
15,1.65,2.19,2.71,3.21,3.70,4.18,4.65,5.11,5.57,6.03,6.49,6.94,7.39,7.84,8.29,,,,,
16,1.30,1.84,2.36,2.86,3.35,3.83,4.30,4.76,5.22,5.68,6.14,6.59,7.04,7.49,7.94,8.38,,,,
17,0.95,1.49,2.01,2.51,3.00,3.48,3.95,4.41,4.87,5.33,5.79,6.24,6.69,7.14,7.58,8.03,8.47,,,
18,0.60,1.14,1.66,2.16,2.64,3.12,3.59,4.06,4.52,4.97,5.43,5.88,6.33,6.78,7.22,7.67,8.11,8.55,,
19,0.27,0.78,1.29,1.78,2.25,2.72,3.18,3.64,4.10,4.55,5.00,5.44,5.89,6.33,6.77,7.22,7.65,8.09,8.53,
20,0.00,0.38,0.78,1.18,1.58,1.98,2.38,2.78,3.18,3.58,3.98,4.38,4.78,5.18,5.58,5.98,6.38,6.78,7.18,7.58
