i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.79,,,,,,,,,,,,,,,,,,,
2,9.27,9.98,,,,,,,,,,,,,,,,,,
3,8.74,9.45,10.07,,,,,,,,,,,,,,,,,
4,8.21,8.92,9.54,10.12,,,,,,,,,,,,,,,,
5,7.69,8.39,9.01,9.59,10.15,,,,,,,,,,,,,,,
6,7.16,7.87,8.48,9.06,9.62,10.16,,,,,,,,,,,,,,
7,6.63,7.34,7.96,8.54,9.09,9.64,10.17,,,,,,,,,,,,,
8,6.10,6.81,7.43,8.01,8.57,9.11,9.64,10.16,,,,,,,,,,,,
9,5.58,6.29,6.90,7.48,8.04,8.58,9.11,9.64,10.15,,,,,,,,,,,
10,5.05,5.76,6.38,6.95,7.51,8.06,8.59,9.11,9.62,10.13,,,,,,,,,,
11,4.52,5.23,5.85,6.43,6.99,7.53,8.06,8.58,9.10,9.60,10.11,,,,,,,,,
12,4.00,4.70,5.32,5.90,6.46,7.00,7.53,8.06,8.57,9.08,9.58,10.08,,,,,,,,
13,3.47,4.18,4.80,5.37,5.93,6.47,7.01,7.53,8.04,8.55,9.05,9.55,10.04,,,,,,,
14,2.94,3.65,4.27,4.85,5.40,5.95,6.48,7.00,7.52,8.02,8.53,9.02,9.51,10.00,,,,,,
15,2.42,3.12,3.74,4.32,4.88,5.42,5.95,6.47,6.99,7.50,8.00,8.50,8.99,9.48,9.96,,,,,
16,1.89,2.60,3.21,3.79,4.35,4.89,5.42,5.95,6.46,6.97,7.47,7.97,8.46,8.95,9.43,9.91,,,,
17,1.36,2.07,2.69,3.26,3.82,4.36,4.89,5.42,5.93,6.44,6.94,7.43,7.93,8.41,8.90,9.38,9.86,,,
18,0.84,1.54,2.15,2.72,3.28,3.82,4.34,4.86,5.38,5.88,6.38,6.87,7.36,7.85,8.33,8.81,9.29,9.77,,
19,0.35,0.99,1.56,2.11,2.64,3.16,3.67,4.18,4.67,5.16,5.65,6.13,6.61,7.09,7.56,8.03,8.50,8.97,9.43,
20,0.00,0.42,0.82,1.22,1.62,2.02,2.42,2.82,3.22,3.62,4.02,4.42,4.82,5.22,5.62,6.02,6.42,6.82,7.22,7.62
