i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.67,,,,,,,,,,,,,,,,,,
2,0.67,1.54,,,,,,,,,,,,,,,,,
3,0.67,1.54,2.50,,,,,,,,,,,,,,,,
4,0.67,1.54,2.50,3.41,,,,,,,,,,,,,,,
5,0.67,1.54,2.50,3.41,4.34,,,,,,,,,,,,,,
6,0.67,1.54,2.50,3.41,4.34,5.29,,,,,,,,,,,,,
7,0.67,1.54,2.50,3.41,4.34,5.29,6.25,,,,,,,,,,,,
8,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,,,,,,,,,,,
9,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,8.19,,,,,,,,,,
10,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,8.19,9.15,,,,,,,,,
11,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,8.19,9.15,10.13,,,,,,,,
12,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,8.19,9.15,10.13,11.11,,,,,,,
13,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,8.19,9.15,10.13,11.11,12.09,,,,,,
14,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,8.19,9.15,10.13,11.11,12.09,13.06,,,,,
15,0.67,1.54,2.50,3.41,4.34,5.29,6.25,7.21,8.18,9.15,10.13,11.11,12.09,13.06,14.04,,,,
16,0.66,1.53,2.49,3.40,4.33,5.29,6.25,7.21,8.18,9.15,10.12,11.11,12.08,13.06,14.04,15.03,,,
17,0.64,1.53,2.48,3.40,4.33,5.26,6.22,7.18,8.15,9.13,10.11,11.08,12.05,13.04,14.02,14.99,15.97,,
18,0.58,1.44,2.36,3.29,4.21,5.14,6.08,7.04,8.01,8.97,9.95,10.91,11.88,12.86,13.84,14.81,15.79,16.77,
19,0.41,1.14,1.93,2.77,3.63,4.53,5.42,6.33,7.25,8.19,9.12,10.06,11.01,11.95,12.89,13.85,14.79,15.75,16.70
