i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.35,,,,,,,,,,,,,,,,,,,
2,8.85,9.53,,,,,,,,,,,,,,,,,,
3,8.34,9.02,9.63,,,,,,,,,,,,,,,,,
4,7.84,8.52,9.12,9.69,,,,,,,,,,,,,,,,
5,7.34,8.01,8.62,9.19,9.73,,,,,,,,,,,,,,,
6,6.83,7.51,8.12,8.68,9.23,9.76,,,,,,,,,,,,,,
7,6.33,7.01,7.61,8.18,8.73,9.26,9.78,,,,,,,,,,,,,
8,5.83,6.50,7.11,7.68,8.22,8.76,9.28,9.79,,,,,,,,,,,,
9,5.32,6.00,6.61,7.17,7.72,8.25,8.77,9.29,9.79,,,,,,,,,,,
10,4.82,5.50,6.10,6.67,7.22,7.75,8.27,8.78,9.29,9.79,,,,,,,,,,
11,4.32,4.99,5.60,6.17,6.71,7.25,7.77,8.28,8.79,9.28,9.78,,,,,,,,,
12,3.81,4.49,5.10,5.66,6.21,6.74,7.26,7.78,8.28,8.78,9.27,9.76,,,,,,,,
13,3.31,3.99,4.59,5.16,5.71,6.24,6.76,7.27,7.78,8.28,8.77,9.26,9.75,,,,,,,
14,2.81,3.48,4.09,4.65,5.20,5.73,6.26,6.77,7.27,7.77,8.27,8.76,9.24,9.72,,,,,,
15,2.30,2.98,3.59,4.15,4.70,5.23,5.75,6.27,6.77,7.27,7.76,8.25,8.74,9.22,9.70,,,,,
16,1.80,2.48,3.08,3.65,4.19,4.73,5.25,5.76,6.27,6.77,7.26,7.75,8.23,8.72,9.19,9.67,,,,
17,1.30,1.97,2.58,3.14,3.69,4.22,4.74,5.25,5.76,6.26,6.75,7.24,7.73,8.21,8.69,9.16,9.63,,,
18,0.80,1.47,2.07,2.63,3.17,3.70,4.22,4.73,5.23,5.73,6.22,6.71,7.19,7.67,8.15,8.62,9.10,9.57,,
19,0.33,0.95,1.51,2.05,2.57,3.09,3.59,4.09,4.58,5.06,5.54,6.02,6.49,6.96,7.43,7.90,8.36,8.82,9.28,
20,0.00,0.41,0.81,1.21,1.61,2.01,2.41,2.81,3.21,3.61,4.01,4.41,4.81,5.21,5.61,6.01,6.41,6.81,7.21,7.61
