i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.61,,,,,,,,,,,,,,,,,,
2,0.61,1.51,,,,,,,,,,,,,,,,,
3,0.61,1.51,2.43,,,,,,,,,,,,,,,,
4,0.61,1.51,2.43,3.38,,,,,,,,,,,,,,,
5,0.61,1.51,2.43,3.38,4.31,,,,,,,,,,,,,,
6,0.61,1.51,2.43,3.38,4.31,5.26,,,,,,,,,,,,,
7,0.61,1.51,2.43,3.38,4.31,5.26,6.21,,,,,,,,,,,,
8,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.18,,,,,,,,,,,
9,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.18,8.14,,,,,,,,,,
10,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.18,8.14,9.12,,,,,,,,,
11,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.18,8.14,9.12,10.09,,,,,,,,
12,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.18,8.14,9.12,10.09,11.07,,,,,,,
13,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.18,8.14,9.12,10.09,11.07,12.05,,,,,,
14,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.18,8.14,9.12,10.09,11.07,12.05,13.03,,,,,
15,0.61,1.51,2.43,3.38,4.31,5.26,6.21,7.17,8.14,9.12,10.09,11.07,12.05,13.03,14.01,,,,
16,0.61,1.51,2.43,3.38,4.31,5.25,6.21,7.17,8.14,9.11,10.09,11.06,12.04,13.02,14.00,14.98,,,
17,0.61,1.50,2.42,3.37,4.29,5.24,6.19,7.15,8.12,9.09,10.07,11.04,12.02,13.00,13.98,14.96,15.94,,
18,0.56,1.41,2.31,3.26,4.18,5.11,6.05,7.01,7.97,8.94,9.90,10.87,11.85,12.82,13.80,14.77,15.75,16.73,
19,0.40,1.12,1.91,2.75,3.61,4.50,5.40,6.31,7.23,8.15,9.09,10.03,10.97,11.91,12.86,13.81,14.76,15.71,16.67
