i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.84,,,,,,,,,,,,,,,,,,,
2,9.32,10.10,,,,,,,,,,,,,,,,,,
3,8.80,9.58,10.17,,,,,,,,,,,,,,,,,
4,8.28,9.06,9.65,10.22,,,,,,,,,,,,,,,,
5,7.76,8.54,9.13,9.70,10.24,,,,,,,,,,,,,,,
6,7.24,8.02,8.61,9.17,9.72,10.26,,,,,,,,,,,,,,
7,6.72,7.50,8.09,8.65,9.20,9.74,10.26,,,,,,,,,,,,,
8,6.20,6.98,7.57,8.13,8.68,9.22,9.74,10.26,,,,,,,,,,,,
9,5.68,6.46,7.05,7.61,8.16,8.70,9.22,9.73,10.24,,,,,,,,,,,
10,5.16,5.94,6.52,7.09,7.64,8.18,8.70,9.21,9.72,10.22,,,,,,,,,,
11,4.63,5.42,6.00,6.57,7.12,7.65,8.18,8.69,9.20,9.70,10.20,,,,,,,,,
12,4.11,4.89,5.48,6.05,6.60,7.13,7.66,8.17,8.68,9.18,9.68,10.17,,,,,,,,
13,3.59,4.37,4.96,5.53,6.08,6.61,7.14,7.65,8.16,8.66,9.16,9.65,10.14,,,,,,,
14,3.07,3.85,4.44,5.01,5.56,6.09,6.62,7.13,7.64,8.14,8.64,9.13,9.62,10.10,,,,,,
15,2.55,3.33,3.92,4.49,5.04,5.57,6.10,6.61,7.12,7.62,8.12,8.61,9.10,9.58,10.06,,,,,
16,2.03,2.81,3.40,3.97,4.52,5.05,5.57,6.09,6.60,7.10,7.60,8.09,8.58,9.06,9.54,10.02,,,,
17,1.51,2.29,2.88,3.44,3.99,4.53,5.05,5.56,6.07,6.57,7.07,7.56,8.05,8.53,9.01,9.49,9.97,,,
18,0.99,1.77,2.35,2.91,3.45,3.98,4.51,5.02,5.52,6.02,6.52,7.01,7.49,7.98,8.46,8.93,9.41,9.88,,
19,0.45,1.20,1.76,2.30,2.82,3.33,3.84,4.33,4.83,5.31,5.80,6.27,6.75,7.22,7.69,8.16,8.63,9.09,9.55,
20,0.00,0.55,0.95,1.35,1.75,2.15,2.55,2.95,3.35,3.75,4.15,4.55,4.95,5.35,5.75,6.15,6.55,6.95,7.35,7.75
