i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.49,,,,,,,,,,,,,,,,,,,
2,4.24,4.56,,,,,,,,,,,,,,,,,,
3,4.00,4.31,4.80,,,,,,,,,,,,,,,,,
4,3.76,4.07,4.56,5.03,,,,,,,,,,,,,,,,
5,3.51,3.83,4.32,4.79,5.25,,,,,,,,,,,,,,,
6,3.27,3.59,4.07,4.54,5.00,5.46,,,,,,,,,,,,,,
7,3.03,3.34,3.83,4.30,4.76,5.22,5.66,,,,,,,,,,,,,
8,2.79,3.10,3.59,4.06,4.52,4.97,5.42,5.87,,,,,,,,,,,,
9,2.54,2.86,3.34,3.82,4.28,4.73,5.18,5.62,6.07,,,,,,,,,,,
10,2.30,2.61,3.10,3.57,4.03,4.49,4.94,5.38,5.82,6.26,,,,,,,,,,
11,2.06,2.37,2.86,3.33,3.79,4.24,4.69,5.14,5.58,6.02,6.46,,,,,,,,,
12,1.82,2.13,2.62,3.09,3.55,4.00,4.45,4.90,5.34,5.78,6.22,6.65,,,,,,,,
13,1.57,1.89,2.37,2.84,3.31,3.76,4.21,4.65,5.10,5.54,5.97,6.41,6.84,,,,,,,
14,1.33,1.64,2.13,2.60,3.06,3.52,3.97,4.41,4.85,5.29,5.73,6.17,6.60,7.03,,,,,,
15,1.09,1.40,1.89,2.36,2.82,3.27,3.72,4.17,4.61,5.05,5.49,5.92,6.36,6.79,7.22,,,,,
16,0.84,1.16,1.65,2.12,2.58,3.03,3.48,3.93,4.37,4.81,5.25,5.68,6.12,6.55,6.98,7.43,,,,
17,0.60,0.91,1.40,1.87,2.33,2.79,3.24,3.68,4.12,4.56,5.00,5.44,5.87,6.31,6.74,7.19,7.60,,,
18,0.36,0.67,1.16,1.63,2.09,2.54,2.99,3.44,3.88,4.32,4.76,5.19,5.63,6.06,6.49,6.93,7.35,7.72,,
19,0.13,0.43,0.91,1.37,1.83,2.28,2.72,3.16,3.60,4.04,4.47,4.90,5.34,5.77,6.20,6.63,7.05,7.46,7.74,
20,0.00,0.18,0.58,0.98,1.38,1.78,2.18,2.58,2.98,3.38,3.78,4.18,4.58,4.98,5.38,5.78,6.18,6.58,6.98,7.38
