i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.77,,,,,,,,,,,,,,,,,,
2,0.77,1.69,,,,,,,,,,,,,,,,,
3,0.77,1.69,2.65,,,,,,,,,,,,,,,,
4,0.77,1.69,2.65,3.59,,,,,,,,,,,,,,,
5,0.77,1.69,2.65,3.59,4.55,,,,,,,,,,,,,,
6,0.77,1.69,2.65,3.59,4.55,5.51,,,,,,,,,,,,,
7,0.77,1.69,2.65,3.59,4.55,5.51,6.48,,,,,,,,,,,,
8,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,,,,,,,,,,,
9,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,8.43,,,,,,,,,,
10,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,8.43,9.41,,,,,,,,,
11,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,8.43,9.41,10.38,,,,,,,,
12,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,8.43,9.41,10.38,11.36,,,,,,,
13,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,8.43,9.41,10.38,11.36,12.34,,,,,,
14,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,8.43,9.41,10.38,11.36,12.34,13.32,,,,,
15,0.77,1.69,2.65,3.59,4.55,5.51,6.48,7.45,8.43,9.41,10.38,11.36,12.34,13.32,14.30,,,,
16,0.77,1.69,2.64,3.59,4.55,5.51,6.48,7.45,8.43,9.40,10.38,11.36,12.34,13.32,14.30,15.28,,,
17,0.77,1.68,2.64,3.58,4.54,5.50,6.47,7.44,8.41,9.39,10.36,11.34,12.32,13.30,14.28,15.26,16.24,,
18,0.70,1.60,2.55,3.49,4.44,5.39,6.35,7.32,8.29,9.26,10.23,11.21,12.18,13.16,14.14,15.11,16.09,17.07,
19,0.49,1.29,2.14,3.02,3.92,4.83,5.75,6.68,7.62,8.56,9.50,10.45,11.40,12.35,13.31,14.26,15.22,16.18,17.14
