i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.02,,,,,,,,,,,,,,,,,,,
2,4.74,5.10,,,,,,,,,,,,,,,,,,
3,4.47,4.83,5.33,,,,,,,,,,,,,,,,,
4,4.20,4.56,5.05,5.53,,,,,,,,,,,,,,,,
5,3.93,4.28,4.78,5.26,5.73,,,,,,,,,,,,,,,
6,3.66,4.01,4.51,4.99,5.46,5.92,,,,,,,,,,,,,,
7,3.39,3.74,4.24,4.72,5.19,5.65,6.10,,,,,,,,,,,,,
8,3.12,3.47,3.97,4.45,4.92,5.38,5.83,6.28,,,,,,,,,,,,
9,2.85,3.20,3.70,4.18,4.65,5.11,5.56,6.01,6.46,,,,,,,,,,,
10,2.58,2.93,3.43,3.91,4.37,4.84,5.29,5.74,6.19,6.63,,,,,,,,,,
11,2.30,2.66,3.16,3.64,4.10,4.56,5.02,5.47,5.92,6.36,6.81,,,,,,,,,
12,2.03,2.39,2.88,3.36,3.83,4.29,4.75,5.20,5.65,6.09,6.53,6.97,,,,,,,,
13,1.76,2.12,2.61,3.09,3.56,4.02,4.48,4.93,5.38,5.82,6.26,6.70,7.14,,,,,,,
14,1.49,1.84,2.34,2.82,3.29,3.75,4.21,4.66,5.10,5.55,5.99,6.43,6.87,7.31,,,,,,
15,1.22,1.57,2.07,2.55,3.02,3.48,3.93,4.39,4.83,5.28,5.72,6.16,6.60,7.04,7.47,,,,,
16,0.95,1.30,1.80,2.28,2.75,3.21,3.66,4.11,4.56,5.01,5.45,5.89,6.33,6.77,7.20,7.64,,,,
17,0.68,1.03,1.53,2.01,2.48,2.94,3.39,3.84,4.29,4.74,5.18,5.62,6.06,6.49,6.93,7.36,7.80,,,
18,0.41,0.76,1.26,1.73,2.20,2.66,3.12,3.57,4.01,4.46,4.90,5.34,5.78,6.22,6.65,7.09,7.52,7.95,,
19,0.15,0.49,0.97,1.44,1.91,2.36,2.81,3.26,3.70,4.14,4.58,5.02,5.45,5.89,6.32,6.75,7.18,7.61,8.04,
20,0.00,0.20,0.60,1.00,1.40,1.80,2.20,2.60,3.00,3.40,3.80,4.20,4.60,5.00,5.40,5.80,6.20,6.60,7.00,7.40
