i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.89,,,,,,,,,,,,,,,,,,,
2,9.36,10.11,,,,,,,,,,,,,,,,,,
3,8.84,9.59,10.19,,,,,,,,,,,,,,,,,
4,8.31,9.06,9.66,10.23,,,,,,,,,,,,,,,,
5,7.78,8.53,9.13,9.71,10.26,,,,,,,,,,,,,,,
6,7.25,8.00,8.60,9.18,9.73,10.27,,,,,,,,,,,,,,
7,6.72,7.47,8.08,8.65,9.21,9.75,10.28,,,,,,,,,,,,,
8,6.20,6.95,7.55,8.12,8.68,9.22,9.75,10.27,,,,,,,,,,,,
9,5.67,6.42,7.02,7.59,8.15,8.69,9.22,9.74,10.25,,,,,,,,,,,
10,5.14,5.89,6.49,7.07,7.62,8.16,8.69,9.21,9.73,10.23,,,,,,,,,,
11,4.61,5.36,5.96,6.54,7.09,7.63,8.16,8.69,9.20,9.70,10.20,,,,,,,,,
12,4.08,4.83,5.44,6.01,6.57,7.11,7.64,8.16,8.67,9.18,9.68,10.17,,,,,,,,
13,3.56,4.31,4.91,5.48,6.04,6.58,7.11,7.63,8.14,8.65,9.15,9.64,10.14,,,,,,,
14,3.03,3.78,4.38,4.95,5.51,6.05,6.58,7.10,7.61,8.12,8.62,9.12,9.61,10.10,,,,,,
15,2.50,3.25,3.85,4.43,4.98,5.52,6.05,6.57,7.09,7.59,8.09,8.59,9.08,9.57,10.05,,,,,
16,1.97,2.72,3.32,3.90,4.45,4.99,5.52,6.04,6.56,7.06,7.56,8.06,8.55,9.04,9.52,10.00,,,,
17,1.45,2.19,2.79,3.37,3.92,4.46,4.99,5.51,6.02,6.53,7.03,7.53,8.02,8.50,8.99,9.47,9.95,,,
18,0.92,1.66,2.26,2.83,3.38,3.91,4.44,4.96,5.47,5.97,6.47,6.96,7.45,7.94,8.42,8.90,9.38,9.85,,
19,0.40,1.09,1.66,2.21,2.74,3.25,3.76,4.27,4.76,5.25,5.74,6.22,6.70,7.17,7.64,8.11,8.58,9.05,9.51,
20,0.00,0.48,0.88,1.28,1.68,2.08,2.48,2.88,3.28,3.68,4.08,4.48,4.88,5.28,5.68,6.08,6.48,6.88,7.28,7.68
