i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.23,,,,,,,,,,,,,,,,,,,
2,4.01,4.33,,,,,,,,,,,,,,,,,,
3,3.78,4.10,4.58,,,,,,,,,,,,,,,,,
4,3.55,3.87,4.35,4.82,,,,,,,,,,,,,,,,
5,3.32,3.65,4.12,4.59,5.04,,,,,,,,,,,,,,,
6,3.10,3.42,3.90,4.36,4.82,5.27,,,,,,,,,,,,,,
7,2.87,3.19,3.67,4.13,4.59,5.04,5.48,,,,,,,,,,,,,
8,2.64,2.96,3.44,3.91,4.36,4.81,5.26,5.70,,,,,,,,,,,,
9,2.41,2.74,3.22,3.68,4.13,4.58,5.03,5.47,5.91,,,,,,,,,,,
10,2.19,2.51,2.99,3.45,3.91,4.36,4.80,5.24,5.68,6.12,,,,,,,,,,
11,1.96,2.28,2.76,3.22,3.68,4.13,4.57,5.02,5.45,5.89,6.33,,,,,,,,,
12,1.73,2.05,2.53,3.00,3.45,3.90,4.35,4.79,5.23,5.66,6.10,6.53,,,,,,,,
13,1.50,1.83,2.31,2.77,3.22,3.67,4.12,4.56,5.00,5.44,5.87,6.30,6.74,,,,,,,
14,1.28,1.60,2.08,2.54,3.00,3.45,3.89,4.33,4.77,5.21,5.64,6.08,6.51,6.97,,,,,,
15,1.05,1.37,1.85,2.31,2.77,3.22,3.66,4.11,4.55,4.98,5.42,5.85,6.28,6.74,7.15,,,,,
16,0.82,1.15,1.62,2.09,2.54,2.99,3.44,3.88,4.32,4.75,5.19,5.62,6.05,6.52,6.92,7.32,,,,
17,0.60,0.92,1.40,1.86,2.32,2.76,3.21,3.65,4.09,4.53,4.96,5.40,5.83,6.26,6.69,7.10,6.44,,,
18,0.37,0.69,1.17,1.63,2.09,2.54,2.98,3.42,3.86,4.30,4.73,5.16,5.60,6.03,6.46,6.88,6.62,-7.25,,
19,0.15,0.46,0.93,1.39,1.84,2.29,2.73,3.16,3.60,4.03,4.47,4.90,5.33,5.76,6.20,6.60,6.81,2.53,-15.60,
20,0.00,0.21,0.61,1.01,1.41,1.81,2.21,2.61,3.01,3.41,3.81,4.21,4.61,5.01,5.41,5.81,6.21,6.61,7.01,7.41
