i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.93,,,,,,,,,,,,,,,,,,,
2,8.46,9.15,,,,,,,,,,,,,,,,,,
3,7.98,8.68,9.25,,,,,,,,,,,,,,,,,
4,7.50,8.20,8.77,9.32,,,,,,,,,,,,,,,,
5,7.03,7.73,8.30,8.85,9.38,,,,,,,,,,,,,,,
6,6.55,7.25,7.82,8.37,8.90,9.42,,,,,,,,,,,,,,
7,6.08,6.77,7.35,7.89,8.42,8.94,9.45,,,,,,,,,,,,,
8,5.60,6.30,6.87,7.42,7.95,8.47,8.97,9.47,,,,,,,,,,,,
9,5.13,5.82,6.39,6.94,7.47,7.99,8.50,9.00,9.49,,,,,,,,,,,
10,4.65,5.35,5.92,6.47,7.00,7.51,8.02,8.52,9.02,9.50,,,,,,,,,,
11,4.17,4.87,5.44,5.99,6.52,7.04,7.55,8.05,8.54,9.03,9.51,,,,,,,,,
12,3.70,4.40,4.97,5.51,6.05,6.56,7.07,7.57,8.07,8.55,9.04,9.52,,,,,,,,
13,3.22,3.92,4.49,5.04,5.57,6.09,6.60,7.10,7.59,8.08,8.56,9.04,9.52,,,,,,,
14,2.75,3.44,4.01,4.56,5.09,5.61,6.12,6.62,7.11,7.60,8.09,8.57,9.04,9.51,,,,,,
15,2.27,2.97,3.54,4.09,4.62,5.14,5.64,6.14,6.64,7.13,7.61,8.09,8.57,9.04,9.51,,,,,
16,1.79,2.49,3.06,3.61,4.14,4.66,5.17,5.67,6.16,6.65,7.13,7.61,8.09,8.56,9.03,9.50,,,,
17,1.32,2.02,2.59,3.13,3.66,4.18,4.69,5.19,5.68,6.17,6.65,7.13,7.61,8.08,8.55,9.02,9.49,,,
18,0.85,1.54,2.10,2.65,3.18,3.69,4.20,4.70,5.19,5.67,6.16,6.63,7.11,7.58,8.05,8.52,8.98,9.44,,
19,0.38,1.03,1.58,2.11,2.62,3.12,3.61,4.09,4.57,5.05,5.52,5.99,6.46,6.92,7.38,7.84,8.30,8.76,9.21,
20,0.00,0.47,0.87,1.27,1.67,2.07,2.47,2.87,3.27,3.67,4.07,4.47,4.87,5.27,5.67,6.07,6.47,6.87,7.27,7.67
