i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.93,,,,,,,,,,,,,,,,,,,
2,5.61,6.05,,,,,,,,,,,,,,,,,,
3,5.29,5.73,6.24,,,,,,,,,,,,,,,,,
4,4.97,5.41,5.93,6.42,,,,,,,,,,,,,,,,
5,4.66,5.09,5.61,6.10,6.58,,,,,,,,,,,,,,,
6,4.34,4.77,5.29,5.78,6.26,6.73,,,,,,,,,,,,,,
7,4.02,4.45,4.97,5.46,5.94,6.41,6.88,,,,,,,,,,,,,
8,3.70,4.13,4.65,5.14,5.62,6.09,6.56,7.02,,,,,,,,,,,,
9,3.38,3.81,4.33,4.82,5.30,5.77,6.24,6.70,7.16,,,,,,,,,,,
10,3.06,3.49,4.01,4.50,4.98,5.46,5.92,6.38,6.84,7.29,,,,,,,,,,
11,2.74,3.17,3.69,4.18,4.66,5.14,5.60,6.06,6.52,6.97,7.42,,,,,,,,,
12,2.42,2.85,3.37,3.86,4.34,4.82,5.28,5.74,6.20,6.65,7.10,7.55,,,,,,,,
13,2.10,2.54,3.05,3.54,4.02,4.50,4.96,5.42,5.88,6.33,6.78,7.23,7.68,,,,,,,
14,1.78,2.22,2.73,3.22,3.71,4.18,4.64,5.10,5.56,6.01,6.46,6.91,7.36,7.80,,,,,,
15,1.46,1.90,2.41,2.90,3.39,3.86,4.32,4.78,5.24,5.69,6.14,6.59,7.04,7.48,7.93,,,,,
16,1.14,1.58,2.09,2.59,3.07,3.54,4.00,4.46,4.92,5.37,5.83,6.27,6.72,7.16,7.61,8.05,,,,
17,0.82,1.26,1.77,2.27,2.75,3.22,3.68,4.14,4.60,5.05,5.51,5.95,6.40,6.84,7.29,7.73,8.17,,,
18,0.50,0.94,1.45,1.94,2.42,2.89,3.36,3.82,4.28,4.73,5.18,5.63,6.07,6.52,6.96,7.40,7.84,8.28,,
19,0.20,0.61,1.11,1.60,2.07,2.53,2.99,3.45,3.90,4.34,4.79,5.23,5.68,6.12,6.55,6.99,7.43,7.86,8.30,
20,0.00,0.27,0.67,1.07,1.47,1.87,2.27,2.67,3.07,3.47,3.87,4.27,4.67,5.07,5.47,5.87,6.27,6.67,7.07,7.47
