i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.22,,,,,,,,,,,,,,,,,,
2,0.22,0.94,,,,,,,,,,,,,,,,,
3,0.22,0.94,1.74,,,,,,,,,,,,,,,,
4,0.22,0.94,1.74,2.56,,,,,,,,,,,,,,,
5,0.22,0.94,1.74,2.56,3.42,,,,,,,,,,,,,,
6,0.22,0.94,1.74,2.56,3.42,4.28,,,,,,,,,,,,,
7,0.22,0.94,1.74,2.56,3.42,4.28,5.14,,,,,,,,,,,,
8,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,,,,,,,,,,,
9,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,,,,,,,,,,
10,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,7.82,,,,,,,,,
11,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,7.82,8.71,,,,,,,,
12,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,7.82,8.71,9.62,,,,,,,
13,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,7.82,8.71,9.62,10.53,,,,,,
14,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,7.82,8.71,9.62,10.53,11.45,,,,,
15,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,7.82,8.71,9.62,10.53,11.45,12.50,,,,
16,0.22,0.94,1.74,2.56,3.42,4.28,5.14,6.03,6.92,7.81,8.71,9.62,10.53,11.44,12.50,13.20,,,
17,0.21,0.94,1.74,2.56,3.40,4.26,5.13,6.02,6.91,7.80,8.70,9.61,10.51,11.43,12.50,13.20,13.60,,
18,0.20,0.92,1.71,2.54,3.38,4.24,5.11,5.99,6.87,7.76,8.65,9.56,10.46,11.38,12.30,13.20,13.60,12.80,
19,0.15,0.83,1.59,2.40,3.23,4.08,4.92,5.79,6.67,7.55,8.45,9.34,10.23,11.14,12.03,13.18,13.60,12.80,13.69
