i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.35,,,,,,,,,,,,,,,,,,
2,0.35,0.95,,,,,,,,,,,,,,,,,
3,0.35,0.95,1.52,,,,,,,,,,,,,,,,
4,0.35,0.95,1.52,2.16,,,,,,,,,,,,,,,
5,0.35,0.95,1.52,2.16,2.84,,,,,,,,,,,,,,
6,0.35,0.95,1.52,2.16,2.84,3.56,,,,,,,,,,,,,
7,0.35,0.95,1.52,2.16,2.84,3.56,4.29,,,,,,,,,,,,
8,0.35,0.95,1.52,2.16,2.84,3.56,4.29,5.04,,,,,,,,,,,
9,0.35,0.95,1.52,2.16,2.84,3.56,4.29,5.04,5.79,,,,,,,,,,
10,0.35,0.95,1.52,2.16,2.84,3.56,4.29,5.04,5.79,6.56,,,,,,,,,
11,0.35,0.95,1.52,2.16,2.84,3.56,4.29,5.03,5.79,6.56,7.34,,,,,,,,
12,0.35,0.95,1.52,2.16,2.84,3.56,4.29,5.03,5.79,6.56,7.34,8.13,,,,,,,
13,0.35,0.95,1.52,2.16,2.84,3.56,4.29,5.03,5.79,6.56,7.34,8.12,8.92,,,,,,
14,0.35,0.95,1.52,2.15,2.84,3.55,4.28,5.03,5.79,6.56,7.33,8.12,8.91,9.72,,,,,
15,0.35,0.94,1.51,2.15,2.83,3.54,4.28,5.02,5.78,6.55,7.32,8.11,8.90,9.70,10.51,,,,
16,0.34,0.93,1.50,2.13,2.81,3.52,4.25,4.99,5.75,6.52,7.29,8.08,8.87,9.67,10.48,11.29,,,
17,0.32,0.89,1.45,2.08,2.75,3.46,4.18,4.92,5.67,6.44,7.21,7.99,8.78,9.58,10.38,11.19,12.00,,
18,0.23,0.75,1.35,1.95,2.60,3.29,4.00,4.73,5.47,6.22,6.99,7.76,8.54,9.33,10.12,10.92,11.73,12.54,
19,0.13,0.54,1.05,1.62,2.23,2.87,3.54,4.23,4.93,5.65,6.38,7.12,7.87,8.63,9.40,10.17,10.95,11.74,12.53
