i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.19,,,,,,,,,,,,,,,,,,
2,0.19,0.67,,,,,,,,,,,,,,,,,
3,0.19,0.67,1.25,,,,,,,,,,,,,,,,
4,0.19,0.67,1.25,1.88,,,,,,,,,,,,,,,
5,0.19,0.67,1.25,1.88,2.56,,,,,,,,,,,,,,
6,0.19,0.67,1.25,1.88,2.56,3.24,,,,,,,,,,,,,
7,0.19,0.67,1.25,1.88,2.56,3.24,3.95,,,,,,,,,,,,
8,0.19,0.67,1.25,1.88,2.56,3.24,3.95,4.67,,,,,,,,,,,
9,0.19,0.67,1.25,1.88,2.56,3.24,3.95,4.67,5.41,,,,,,,,,,
10,0.19,0.67,1.25,1.88,2.56,3.24,3.95,4.67,5.41,6.16,,,,,,,,,
11,0.19,0.67,1.25,1.88,2.56,3.24,3.95,4.67,5.41,6.16,6.92,,,,,,,,
12,0.19,0.67,1.25,1.88,2.56,3.24,3.95,4.67,5.41,6.16,6.92,7.70,,,,,,,
13,0.19,0.67,1.25,1.88,2.56,3.24,3.95,4.67,5.41,6.16,6.92,7.70,8.48,,,,,,
14,0.19,0.67,1.25,1.88,2.56,3.24,3.94,4.67,5.40,6.16,6.92,7.69,8.47,9.26,,,,,
15,0.19,0.67,1.25,1.87,2.55,3.23,3.93,4.66,5.39,6.15,6.91,7.68,8.46,9.25,10.05,,,,
16,0.18,0.66,1.23,1.85,2.53,3.21,3.91,4.63,5.37,6.12,6.88,7.65,8.43,9.22,10.01,10.82,,,
17,0.17,0.63,1.19,1.81,2.48,3.15,3.85,4.56,5.29,6.04,6.80,7.56,8.34,9.13,9.92,10.72,11.52,,
18,0.14,0.56,1.09,1.69,2.34,3.00,3.68,4.38,5.10,5.83,6.58,7.34,8.11,8.88,9.67,10.46,11.25,12.06,
19,0.08,0.42,0.88,1.41,1.99,2.60,3.24,3.90,4.58,5.28,5.99,6.72,7.46,8.20,8.96,9.72,10.49,11.27,12.06
