i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.22,,,,,,,,,,,,,,,,,,,
2,3.99,4.26,,,,,,,,,,,,,,,,,,
3,3.76,4.03,4.22,,,,,,,,,,,,,,,,,
4,3.53,3.80,3.99,4.18,,,,,,,,,,,,,,,,
5,3.31,3.57,3.77,3.95,4.13,,,,,,,,,,,,,,,
6,3.08,3.35,3.54,3.72,3.90,4.07,,,,,,,,,,,,,,
7,2.85,3.12,3.31,3.50,3.67,3.84,4.01,,,,,,,,,,,,,
8,2.62,2.89,3.08,3.27,3.44,3.61,3.78,3.94,,,,,,,,,,,,
9,2.39,2.66,2.86,3.04,3.22,3.39,3.55,3.71,3.86,,,,,,,,,,,
10,2.17,2.43,2.63,2.81,2.99,3.16,3.32,3.48,3.64,3.79,,,,,,,,,,
11,1.94,2.21,2.40,2.58,2.76,2.93,3.09,3.25,3.41,3.56,3.71,,,,,,,,,
12,1.71,1.98,2.17,2.36,2.53,2.70,2.87,3.02,3.18,3.33,3.48,3.63,,,,,,,,
13,1.48,1.75,1.94,2.13,2.30,2.47,2.64,2.80,2.95,3.10,3.25,3.40,3.55,,,,,,,
14,1.26,1.52,1.72,1.90,2.08,2.25,2.41,2.57,2.72,2.88,3.03,3.17,3.32,3.46,,,,,,
15,1.03,1.29,1.49,1.67,1.85,2.02,2.18,2.34,2.49,2.65,2.80,2.94,3.09,3.23,3.37,,,,,
16,0.80,1.07,1.26,1.44,1.62,1.78,1.95,2.11,2.26,2.41,2.56,2.71,2.85,3.00,3.14,3.28,,,,
17,0.58,0.84,1.03,1.21,1.38,1.55,1.71,1.86,2.02,2.17,2.31,2.46,2.60,2.75,2.89,3.03,3.16,,,
18,0.35,0.61,0.79,0.96,1.13,1.29,1.44,1.59,1.74,1.89,2.04,2.18,2.32,2.46,2.60,2.73,2.87,3.00,,
19,0.15,0.37,0.53,0.68,0.83,0.98,1.12,1.26,1.40,1.53,1.66,1.80,1.93,2.06,2.19,2.32,2.45,2.57,2.70,
20,0.00,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,1.05,1.15,1.25,1.35,1.45,1.55,1.65,1.75,1.85,1.95
