i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.43,,,,,,,,,,,,,,,,,,
2,1.43,2.60,,,,,,,,,,,,,,,,,
3,1.43,2.60,3.73,,,,,,,,,,,,,,,,
4,1.43,2.60,3.73,4.86,,,,,,,,,,,,,,,
5,1.43,2.60,3.73,4.86,5.97,,,,,,,,,,,,,,
6,1.43,2.60,3.73,4.86,5.97,7.08,,,,,,,,,,,,,
7,1.43,2.60,3.73,4.86,5.97,7.08,8.19,,,,,,,,,,,,
8,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,,,,,,,,,,,
9,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,,,,,,,,,,
10,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,11.46,,,,,,,,,
11,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,11.46,12.54,,,,,,,,
12,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,11.46,12.54,13.62,,,,,,,
13,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,11.46,12.54,13.62,14.69,,,,,,
14,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,11.46,12.54,13.62,14.69,15.76,,,,,
15,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,11.46,12.54,13.62,14.69,15.76,16.82,,,,
16,1.43,2.60,3.73,4.86,5.97,7.08,8.19,9.28,10.37,11.46,12.54,13.62,14.69,15.76,16.82,17.89,,,
17,1.42,2.60,3.73,4.85,5.96,7.08,8.18,9.28,10.37,11.45,12.53,13.61,14.68,15.74,16.82,17.88,18.94,,
18,1.40,2.56,3.67,4.79,5.91,7.01,8.12,9.21,10.29,11.38,12.46,13.53,14.60,15.66,16.73,17.80,18.86,19.91,
19,1.03,2.10,3.17,4.25,5.33,6.39,7.46,8.53,9.59,10.64,11.70,12.74,13.79,14.85,15.89,16.93,17.98,19.02,20.07
