i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.10,,,,,,,,,,,,,,,,,,
2,1.10,2.22,,,,,,,,,,,,,,,,,
3,1.10,2.22,3.30,,,,,,,,,,,,,,,,
4,1.10,2.22,3.30,4.37,,,,,,,,,,,,,,,
5,1.10,2.22,3.30,4.37,5.43,,,,,,,,,,,,,,
6,1.10,2.22,3.30,4.37,5.43,6.49,,,,,,,,,,,,,
7,1.10,2.22,3.30,4.37,5.43,6.49,7.54,,,,,,,,,,,,
8,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,,,,,,,,,,,
9,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,,,,,,,,,,
10,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,,,,,,,,,
11,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,11.71,,,,,,,,
12,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,11.71,12.74,,,,,,,
13,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,11.71,12.74,13.78,,,,,,
14,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,11.71,12.74,13.78,14.81,,,,,
15,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,11.71,12.74,13.78,14.81,15.84,,,,
16,1.10,2.22,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,11.71,12.74,13.78,14.81,15.84,16.87,,,
17,1.10,2.21,3.30,4.37,5.43,6.49,7.54,8.58,9.63,10.67,11.70,12.74,13.78,14.81,15.84,16.87,17.90,,
18,1.09,2.21,3.29,4.36,5.42,6.47,7.52,8.57,9.61,10.65,11.69,12.72,13.76,14.79,15.82,16.85,17.88,18.91,
19,0.99,2.07,3.13,4.18,5.23,6.27,7.31,8.34,9.38,10.41,11.44,12.47,13.49,14.52,15.54,16.57,17.59,18.61,19.64
