i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.94,,,,,,,,,,,,,,,,,,
2,0.94,2.11,,,,,,,,,,,,,,,,,
3,0.94,2.11,3.23,,,,,,,,,,,,,,,,
4,0.94,2.11,3.23,4.32,,,,,,,,,,,,,,,
5,0.94,2.11,3.23,4.32,5.40,,,,,,,,,,,,,,
6,0.94,2.11,3.23,4.32,5.40,6.47,,,,,,,,,,,,,
7,0.94,2.11,3.23,4.32,5.40,6.47,7.54,,,,,,,,,,,,
8,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,,,,,,,,,,,
9,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,,,,,,,,,,
10,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,10.71,,,,,,,,,
11,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,10.71,11.76,,,,,,,,
12,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,10.71,11.76,12.81,,,,,,,
13,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,10.71,11.76,12.81,13.86,,,,,,
14,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,10.71,11.76,12.81,13.86,14.90,,,,,
15,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,10.71,11.76,12.81,13.86,14.90,15.94,,,,
16,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.66,10.71,11.76,12.81,13.85,14.90,15.94,16.98,,,
17,0.94,2.11,3.23,4.32,5.40,6.47,7.54,8.60,9.65,10.71,11.76,12.80,13.85,14.89,15.94,16.98,18.02,,
18,0.92,2.10,3.21,4.30,5.38,6.45,7.51,8.57,9.63,10.68,11.73,12.78,13.82,14.87,15.91,16.95,17.98,19.02,
19,0.80,1.91,2.99,4.05,5.12,6.17,7.21,8.26,9.30,10.34,11.38,12.41,13.45,14.47,15.51,16.54,17.57,18.59,19.62
