i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.14,,,,,,,,,,,,,,,,,,,
2,9.61,10.53,,,,,,,,,,,,,,,,,,
3,9.07,9.99,10.77,,,,,,,,,,,,,,,,,
4,8.53,9.45,10.24,10.99,,,,,,,,,,,,,,,,
5,7.99,8.91,9.70,10.46,11.19,,,,,,,,,,,,,,,
6,7.46,8.38,9.16,9.92,10.66,11.38,,,,,,,,,,,,,,
7,6.92,7.84,8.62,9.38,10.12,10.84,11.56,,,,,,,,,,,,,
8,6.38,7.30,8.09,8.84,9.58,10.31,11.02,11.73,,,,,,,,,,,,
9,5.84,6.76,7.55,8.31,9.04,9.77,10.48,11.19,11.89,,,,,,,,,,,
10,5.31,6.23,7.01,7.77,8.51,9.23,9.95,10.65,11.35,12.04,,,,,,,,,,
11,4.77,5.69,6.47,7.23,7.97,8.69,9.41,10.11,10.81,11.50,12.19,,,,,,,,,
12,4.23,5.15,5.94,6.69,7.43,8.16,8.87,9.58,10.27,10.97,11.65,12.34,,,,,,,,
13,3.69,4.62,5.40,6.16,6.89,7.62,8.33,9.04,9.74,10.43,11.12,11.80,12.48,,,,,,,
14,3.16,4.08,4.86,5.62,6.36,7.08,7.80,8.50,9.20,9.89,10.58,11.26,11.94,12.62,,,,,,
15,2.62,3.54,4.32,5.08,5.82,6.54,7.26,7.96,8.66,9.35,10.04,10.73,11.40,12.08,12.75,,,,,
16,2.08,3.00,3.79,4.54,5.28,6.01,6.72,7.43,8.12,8.82,9.50,10.19,10.87,11.54,12.22,12.89,,,,
17,1.54,2.47,3.25,4.01,4.74,5.47,6.18,6.89,7.59,8.28,8.97,9.65,10.33,11.01,11.68,12.35,13.02,,,
18,1.01,1.93,2.71,3.46,4.20,4.93,5.64,6.34,7.04,7.73,8.42,9.10,9.78,10.46,11.13,11.80,12.47,13.13,,
19,0.47,1.36,2.13,2.88,3.61,4.32,5.02,5.72,6.41,7.09,7.78,8.45,9.13,9.80,10.46,11.13,11.79,12.45,13.11,
20,0.00,0.68,1.28,1.88,2.48,3.08,3.68,4.28,4.88,5.48,6.08,6.68,7.28,7.88,8.48,9.08,9.68,10.28,10.88,11.48
