i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.82,,,,,,,,,,,,,,,,,,,
2,9.30,10.24,,,,,,,,,,,,,,,,,,
3,8.79,9.72,10.49,,,,,,,,,,,,,,,,,
4,8.27,9.20,9.97,10.72,,,,,,,,,,,,,,,,
5,7.75,8.68,9.46,10.20,10.93,,,,,,,,,,,,,,,
6,7.23,8.17,8.94,9.68,10.41,11.13,,,,,,,,,,,,,,
7,6.71,7.65,8.42,9.17,9.90,10.61,11.32,,,,,,,,,,,,,
8,6.20,7.13,7.90,8.65,9.38,10.09,10.80,11.50,,,,,,,,,,,,
9,5.68,6.61,7.38,8.13,8.86,9.58,10.28,10.98,11.67,,,,,,,,,,,
10,5.16,6.10,6.87,7.61,8.34,9.06,9.76,10.46,11.15,11.84,,,,,,,,,,
11,4.64,5.58,6.35,7.10,7.82,8.54,9.25,9.94,10.63,11.32,12.00,,,,,,,,,
12,4.12,5.06,5.83,6.58,7.31,8.02,8.73,9.43,10.12,10.80,11.49,12.16,,,,,,,,
13,3.61,4.54,5.31,6.06,6.79,7.50,8.21,8.91,9.60,10.29,10.97,11.65,12.32,,,,,,,
14,3.09,4.02,4.80,5.54,6.27,6.99,7.69,8.39,9.08,9.77,10.45,11.13,11.80,12.47,,,,,,
15,2.57,3.51,4.28,5.02,5.75,6.47,7.17,7.87,8.56,9.25,9.93,10.61,11.28,11.96,12.63,,,,,
16,2.05,2.99,3.76,4.51,5.23,5.95,6.66,7.35,8.05,8.73,9.41,10.09,10.77,11.44,12.11,12.77,,,,
17,1.53,2.47,3.24,3.99,4.72,5.43,6.14,6.83,7.53,8.21,8.89,9.57,10.25,10.92,11.59,12.26,12.92,,,
18,1.02,1.95,2.72,3.47,4.19,4.91,5.61,6.31,7.00,7.69,8.37,9.05,9.72,10.39,11.06,11.73,12.39,13.05,,
19,0.49,1.41,2.17,2.90,3.62,4.33,5.02,5.71,6.40,7.08,7.75,8.42,9.09,9.76,10.42,11.09,11.75,12.40,13.06,
20,0.00,0.72,1.32,1.92,2.52,3.12,3.72,4.32,4.92,5.52,6.12,6.72,7.32,7.92,8.52,9.12,9.72,10.32,10.92,11.52
