i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.80,,,,,,,,,,,,,,,,,,,
2,9.28,10.23,,,,,,,,,,,,,,,,,,
3,8.77,9.72,10.49,,,,,,,,,,,,,,,,,
4,8.25,9.20,9.97,10.71,,,,,,,,,,,,,,,,
5,7.73,8.69,9.46,10.20,10.93,,,,,,,,,,,,,,,
6,7.22,8.17,8.94,9.68,10.41,11.12,,,,,,,,,,,,,,
7,6.70,7.66,8.42,9.17,9.90,10.61,11.31,,,,,,,,,,,,,
8,6.19,7.14,7.91,8.65,9.38,10.09,10.80,11.49,,,,,,,,,,,,
9,5.67,6.62,7.39,8.14,8.86,9.58,10.28,10.98,11.67,,,,,,,,,,,
10,5.16,6.11,6.88,7.62,8.35,9.06,9.77,10.46,11.15,11.84,,,,,,,,,,
11,4.64,5.59,6.36,7.11,7.83,8.55,9.25,9.95,10.64,11.32,12.01,,,,,,,,,
12,4.13,5.08,5.85,6.59,7.32,8.03,8.74,9.43,10.12,10.81,11.49,12.17,,,,,,,,
13,3.61,4.56,5.33,6.08,6.80,7.52,8.22,8.92,9.61,10.29,10.97,11.65,12.33,,,,,,,
14,3.10,4.05,4.82,5.56,6.29,7.00,7.71,8.40,9.09,9.78,10.46,11.14,11.81,12.48,,,,,,
15,2.58,3.53,4.30,5.05,5.77,6.49,7.19,7.89,8.58,9.26,9.94,10.62,11.30,11.97,12.63,,,,,
16,2.07,3.02,3.79,4.53,5.26,5.97,6.67,7.37,8.06,8.75,9.43,10.11,10.78,11.45,12.12,12.79,,,,
17,1.55,2.50,3.27,4.01,4.74,5.45,6.16,6.86,7.55,8.23,8.91,9.59,10.26,10.93,11.60,12.27,12.93,,,
18,1.04,1.98,2.75,3.49,4.22,4.93,5.64,6.33,7.02,7.71,8.39,9.07,9.74,10.41,11.08,11.74,12.41,13.07,,
19,0.50,1.45,2.20,2.93,3.65,4.35,5.05,5.74,6.42,7.10,7.78,8.45,9.12,9.78,10.44,11.11,11.77,12.42,13.08,
20,0.00,0.75,1.35,1.95,2.55,3.15,3.75,4.35,4.95,5.55,6.15,6.75,7.35,7.95,8.55,9.15,9.75,10.35,10.95,11.55
