i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.91,,,,,,,,,,,,,,,,,,,
2,4.65,5.06,,,,,,,,,,,,,,,,,,
3,4.39,4.79,5.48,,,,,,,,,,,,,,,,,
4,4.12,4.53,5.22,5.89,,,,,,,,,,,,,,,,
5,3.86,4.26,4.95,5.63,6.29,,,,,,,,,,,,,,,
6,3.59,4.00,4.69,5.36,6.03,6.68,,,,,,,,,,,,,,
7,3.33,3.74,4.43,5.10,5.76,6.42,7.07,,,,,,,,,,,,,
8,3.06,3.47,4.16,4.84,5.50,6.15,6.80,7.45,,,,,,,,,,,,
9,2.80,3.21,3.90,4.57,5.23,5.89,6.54,7.19,7.83,,,,,,,,,,,
10,2.54,2.94,3.63,4.31,4.97,5.63,6.28,6.92,7.57,8.21,,,,,,,,,,
11,2.27,2.68,3.37,4.04,4.71,5.36,6.01,6.66,7.30,7.94,8.58,,,,,,,,,
12,2.01,2.41,3.10,3.78,4.44,5.10,5.75,6.39,7.04,7.68,8.32,8.96,,,,,,,,
13,1.74,2.15,2.84,3.51,4.18,4.83,5.48,6.13,6.77,7.42,8.05,8.69,9.33,,,,,,,
14,1.48,1.89,2.58,3.25,3.91,4.57,5.22,5.87,6.51,7.15,7.79,8.43,9.06,9.70,,,,,,
15,1.21,1.62,2.31,2.99,3.65,4.30,4.95,5.60,6.25,6.89,7.53,8.16,8.80,9.43,10.07,,,,,
16,0.95,1.36,2.05,2.72,3.38,4.04,4.69,5.34,5.98,6.62,7.26,7.90,8.53,9.17,9.80,10.43,,,,
17,0.69,1.09,1.78,2.46,3.12,3.78,4.43,5.07,5.72,6.36,7.00,7.63,8.27,8.90,9.54,10.17,10.80,,,
18,0.42,0.83,1.52,2.19,2.85,3.51,4.16,4.81,5.45,6.09,6.73,7.37,8.00,8.64,9.27,9.90,10.53,11.17,,
19,0.16,0.56,1.25,1.92,2.58,3.23,3.88,4.52,5.16,5.80,6.44,7.08,7.71,8.34,8.97,9.60,10.23,10.86,11.51,
20,0.00,0.27,0.87,1.47,2.07,2.67,3.27,3.87,4.47,5.07,5.67,6.27,6.87,7.47,8.07,8.67,9.27,9.87,10.47,11.07
