i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.45,,,,,,,,,,,,,,,,,,,
2,8.94,9.80,,,,,,,,,,,,,,,,,,
3,8.44,9.30,10.07,,,,,,,,,,,,,,,,,
4,7.94,8.80,9.57,10.31,,,,,,,,,,,,,,,,
5,7.44,8.30,9.07,9.81,10.53,,,,,,,,,,,,,,,
6,6.94,7.79,8.56,9.31,10.03,10.75,,,,,,,,,,,,,,
7,6.43,7.29,8.06,8.80,9.53,10.24,10.95,,,,,,,,,,,,,
8,5.93,6.79,7.56,8.30,9.03,9.74,10.44,11.14,,,,,,,,,,,,
9,5.43,6.29,7.06,7.80,8.53,9.24,9.94,10.64,11.33,,,,,,,,,,,
10,4.93,5.79,6.55,7.30,8.02,8.74,9.44,10.14,10.82,11.51,,,,,,,,,,
11,4.42,5.28,6.05,6.80,7.52,8.23,8.94,9.63,10.32,11.01,11.69,,,,,,,,,
12,3.92,4.78,5.55,6.29,7.02,7.73,8.44,9.13,9.82,10.50,11.18,11.86,,,,,,,,
13,3.42,4.28,5.05,5.79,6.52,7.23,7.93,8.63,9.32,10.00,10.68,11.36,12.03,,,,,,,
14,2.92,3.78,4.55,5.29,6.01,6.73,7.43,8.13,8.82,9.50,10.18,10.85,11.53,12.20,,,,,,
15,2.42,3.27,4.04,4.79,5.51,6.23,6.93,7.62,8.31,9.00,9.68,10.35,11.02,11.69,12.36,,,,,
16,1.91,2.77,3.54,4.28,5.01,5.72,6.43,7.12,7.81,8.49,9.17,9.85,10.52,11.19,11.86,12.52,,,,
17,1.41,2.27,3.04,3.78,4.51,5.22,5.92,6.62,7.31,7.99,8.67,9.35,10.02,10.69,11.36,12.02,12.68,,,
18,0.91,1.77,2.53,3.28,4.00,4.71,5.42,6.11,6.80,7.48,8.16,8.84,9.51,10.18,10.84,11.51,12.17,12.83,,
19,0.41,1.24,2.00,2.73,3.45,4.15,4.85,5.54,6.22,6.90,7.57,8.24,8.91,9.57,10.23,10.89,11.55,12.21,12.86,
20,0.00,0.62,1.22,1.82,2.42,3.02,3.62,4.22,4.82,5.42,6.02,6.62,7.22,7.82,8.42,9.02,9.62,10.22,10.82,11.42
