i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.50,,,,,,,,,,,,,,,,,,,
2,9.00,9.92,,,,,,,,,,,,,,,,,,
3,8.50,9.42,10.18,,,,,,,,,,,,,,,,,
4,8.00,8.92,9.68,10.42,,,,,,,,,,,,,,,,
5,7.50,8.42,9.18,9.92,10.64,,,,,,,,,,,,,,,
6,7.00,7.92,8.68,9.42,10.14,10.85,,,,,,,,,,,,,,
7,6.50,7.42,8.18,8.92,9.64,10.35,11.05,,,,,,,,,,,,,
8,6.00,6.92,7.68,8.42,9.14,9.85,10.55,11.24,,,,,,,,,,,,
9,5.50,6.41,7.18,7.92,8.64,9.35,10.05,10.74,11.43,,,,,,,,,,,
10,4.99,5.91,6.68,7.42,8.14,8.85,9.55,10.24,10.93,11.61,,,,,,,,,,
11,4.49,5.41,6.18,6.92,7.64,8.35,9.05,9.74,10.43,11.11,11.79,,,,,,,,,
12,3.99,4.91,5.68,6.42,7.14,7.85,8.55,9.24,9.93,10.61,11.29,11.96,,,,,,,,
13,3.49,4.41,5.18,5.91,6.64,7.35,8.05,8.74,9.43,10.11,10.79,11.46,12.13,,,,,,,
14,2.99,3.91,4.67,5.41,6.14,6.84,7.55,8.24,8.93,9.61,10.29,10.96,11.63,12.30,,,,,,
15,2.49,3.41,4.17,4.91,5.63,6.34,7.04,7.74,8.42,9.11,9.78,10.46,11.13,11.80,12.46,,,,,
16,1.99,2.91,3.67,4.41,5.13,5.84,6.54,7.24,7.92,8.61,9.28,9.96,10.63,11.30,11.96,12.63,,,,
17,1.49,2.41,3.17,3.91,4.63,5.34,6.04,6.73,7.42,8.10,8.78,9.46,10.13,10.80,11.46,12.12,12.79,,,
18,0.99,1.91,2.67,3.41,4.13,4.84,5.54,6.23,6.91,7.60,8.27,8.95,9.62,10.29,10.95,11.61,12.28,12.93,,
19,0.48,1.39,2.14,2.86,3.58,4.28,4.97,5.65,6.33,7.01,7.68,8.35,9.02,9.68,10.34,11.00,11.66,12.31,12.97,
20,0.00,0.72,1.32,1.92,2.52,3.12,3.72,4.32,4.92,5.52,6.12,6.72,7.32,7.92,8.52,9.12,9.72,10.32,10.92,11.52
