i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.99,,,,,,,,,,,,,,,,,,,
2,4.72,5.33,,,,,,,,,,,,,,,,,,
3,4.46,5.06,5.74,,,,,,,,,,,,,,,,,
4,4.19,4.80,5.48,6.15,,,,,,,,,,,,,,,,
5,3.93,4.53,5.21,5.88,6.54,,,,,,,,,,,,,,,
6,3.66,4.27,4.95,5.62,6.28,6.93,,,,,,,,,,,,,,
7,3.40,4.00,4.69,5.35,6.01,6.67,7.32,,,,,,,,,,,,,
8,3.14,3.74,4.42,5.09,5.75,6.40,7.05,7.70,,,,,,,,,,,,
9,2.87,3.48,4.16,4.82,5.48,6.14,6.79,7.43,8.07,,,,,,,,,,,
10,2.61,3.21,3.89,4.56,5.22,5.87,6.52,7.17,7.81,8.45,,,,,,,,,,
11,2.34,2.95,3.63,4.30,4.96,5.61,6.26,6.90,7.55,8.19,8.83,,,,,,,,,
12,2.08,2.68,3.36,4.03,4.69,5.34,5.99,6.64,7.28,7.92,8.56,9.20,,,,,,,,
13,1.81,2.42,3.10,3.77,4.43,5.08,5.73,6.38,7.02,7.66,8.30,8.93,9.57,,,,,,,
14,1.55,2.15,2.84,3.50,4.16,4.82,5.47,6.11,6.75,7.39,8.03,8.67,9.30,9.94,,,,,,
15,1.29,1.89,2.57,3.24,3.90,4.55,5.20,5.85,6.49,7.13,7.77,8.40,9.04,9.67,10.31,,,,,
16,1.02,1.62,2.31,2.97,3.63,4.29,4.94,5.58,6.22,6.87,7.50,8.14,8.78,9.41,10.04,10.67,,,,
17,0.76,1.36,2.04,2.71,3.37,4.02,4.67,5.32,5.96,6.60,7.24,7.88,8.51,9.14,9.78,10.41,11.04,,,
18,0.49,1.10,1.78,2.45,3.10,3.76,4.41,5.05,5.69,6.34,6.97,7.61,8.24,8.88,9.51,10.14,10.77,11.41,,
19,0.23,0.83,1.50,2.17,2.83,3.48,4.12,4.77,5.41,6.04,6.68,7.32,7.95,8.58,9.21,9.84,10.47,11.10,11.73,
20,0.00,0.49,1.09,1.69,2.29,2.89,3.49,4.09,4.69,5.29,5.89,6.49,7.09,7.69,8.29,8.89,9.49,10.09,10.69,11.29
