i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.89,,,,,,,,,,,,,,,,,,
2,0.89,2.00,,,,,,,,,,,,,,,,,
3,0.89,2.00,3.08,,,,,,,,,,,,,,,,
4,0.89,2.00,3.08,4.14,,,,,,,,,,,,,,,
5,0.89,2.00,3.08,4.14,5.19,,,,,,,,,,,,,,
6,0.89,2.00,3.08,4.14,5.19,6.24,,,,,,,,,,,,,
7,0.89,2.00,3.08,4.14,5.19,6.24,7.29,,,,,,,,,,,,
8,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,,,,,,,,,,,
9,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,,,,,,,,,,
10,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,10.40,,,,,,,,,
11,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,10.40,11.44,,,,,,,,
12,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,10.40,11.44,12.47,,,,,,,
13,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,10.40,11.44,12.47,13.50,,,,,,
14,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,10.40,11.44,12.47,13.50,14.53,,,,,
15,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,10.40,11.44,12.47,13.50,14.53,15.56,,,,
16,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.33,9.37,10.40,11.44,12.47,13.50,14.53,15.56,16.58,,,
17,0.89,2.00,3.08,4.14,5.19,6.24,7.29,8.32,9.36,10.40,11.43,12.47,13.50,14.53,15.55,16.58,17.61,,
18,0.89,1.99,3.06,4.13,5.18,6.23,7.28,8.31,9.35,10.39,11.42,12.45,13.48,14.51,15.54,16.57,17.59,18.62,
19,0.80,1.88,2.94,3.98,5.03,6.06,7.10,8.13,9.16,10.19,11.21,12.24,13.26,14.29,15.31,16.33,17.35,18.37,19.39
