i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.38,,,,,,,,,,,,,,,,,,,
2,8.89,9.79,,,,,,,,,,,,,,,,,,
3,8.39,9.29,10.06,,,,,,,,,,,,,,,,,
4,7.90,8.80,9.56,10.30,,,,,,,,,,,,,,,,
5,7.40,8.30,9.07,9.80,10.52,,,,,,,,,,,,,,,
6,6.91,7.81,8.57,9.31,10.03,10.74,,,,,,,,,,,,,,
7,6.41,7.31,8.08,8.81,9.53,10.24,10.94,,,,,,,,,,,,,
8,5.92,6.82,7.58,8.32,9.04,9.75,10.45,11.14,,,,,,,,,,,,
9,5.42,6.32,7.08,7.82,8.54,9.25,9.95,10.64,11.33,,,,,,,,,,,
10,4.93,5.83,6.59,7.33,8.05,8.76,9.45,10.15,10.83,11.51,,,,,,,,,,
11,4.43,5.33,6.09,6.83,7.55,8.26,8.96,9.65,10.34,11.02,11.69,,,,,,,,,
12,3.93,4.84,5.60,6.34,7.06,7.76,8.46,9.16,9.84,10.52,11.20,11.87,,,,,,,,
13,3.44,4.34,5.10,5.84,6.56,7.27,7.97,8.66,9.35,10.03,10.70,11.38,12.05,,,,,,,
14,2.94,3.84,4.61,5.34,6.07,6.77,7.47,8.16,8.85,9.53,10.21,10.88,11.55,12.22,,,,,,
15,2.45,3.35,4.11,4.85,5.57,6.28,6.98,7.67,8.36,9.04,9.71,10.39,11.06,11.72,12.39,,,,,
16,1.95,2.85,3.62,4.35,5.07,5.78,6.48,7.17,7.86,8.54,9.22,9.89,10.56,11.23,11.89,12.56,,,,
17,1.46,2.36,3.12,3.86,4.58,5.29,5.99,6.68,7.36,8.04,8.72,9.39,10.06,10.73,11.40,12.06,12.72,,,
18,0.96,1.86,2.62,3.36,4.08,4.79,5.48,6.18,6.86,7.54,8.22,8.89,9.56,10.23,10.89,11.55,12.22,12.87,,
19,0.46,1.35,2.10,2.82,3.53,4.23,4.93,5.61,6.29,6.96,7.64,8.30,8.97,9.63,10.29,10.95,11.61,12.26,12.91,
20,0.00,0.70,1.30,1.90,2.50,3.10,3.70,4.30,4.90,5.50,6.10,6.70,7.30,7.90,8.50,9.10,9.70,10.30,10.90,11.50
