i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.45,,,,,,,,,,,,,,,,,,,
2,9.90,10.91,,,,,,,,,,,,,,,,,,
3,9.35,10.37,11.15,,,,,,,,,,,,,,,,,
4,8.80,9.82,10.60,11.36,,,,,,,,,,,,,,,,
5,8.26,9.27,10.05,10.81,11.55,,,,,,,,,,,,,,,
6,7.71,8.72,9.50,10.26,11.00,11.72,,,,,,,,,,,,,,
7,7.16,8.17,8.96,9.71,10.45,11.17,11.89,,,,,,,,,,,,,
8,6.61,7.63,8.41,9.16,9.90,10.63,11.34,12.05,,,,,,,,,,,,
9,6.06,7.08,7.86,8.62,9.35,10.08,10.79,11.50,12.20,,,,,,,,,,,
10,5.52,6.53,7.31,8.07,8.81,9.53,10.25,10.95,11.65,12.34,,,,,,,,,,
11,4.97,5.98,6.77,7.52,8.26,8.98,9.70,10.40,11.10,11.80,12.48,,,,,,,,,
12,4.42,5.44,6.22,6.97,7.71,8.44,9.15,9.86,10.55,11.25,11.94,12.62,,,,,,,,
13,3.87,4.89,5.67,6.43,7.16,7.89,8.60,9.31,10.01,10.70,11.39,12.07,12.75,,,,,,,
14,3.33,4.34,5.12,5.88,6.62,7.34,8.05,8.76,9.46,10.15,10.84,11.52,12.21,12.88,,,,,,
15,2.78,3.79,4.57,5.33,6.07,6.79,7.51,8.21,8.91,9.60,10.29,10.98,11.66,12.34,13.01,,,,,
16,2.23,3.25,4.03,4.78,5.52,6.25,6.96,7.66,8.36,9.06,9.75,10.43,11.11,11.79,12.46,13.13,,,,
17,1.68,2.70,3.48,4.23,4.97,5.70,6.41,7.12,7.81,8.51,9.20,9.88,10.56,11.24,11.91,12.58,13.25,,,
18,1.14,2.15,2.93,3.68,4.42,5.14,5.85,6.56,7.26,7.95,8.64,9.32,10.00,10.68,11.35,12.02,12.69,13.36,,
19,0.56,1.57,2.34,3.08,3.81,4.52,5.22,5.92,6.61,7.30,7.98,8.65,9.33,10.00,10.67,11.34,12.00,12.66,13.32,
20,0.00,0.81,1.41,2.01,2.61,3.21,3.81,4.41,5.01,5.61,6.21,6.81,7.41,8.01,8.61,9.21,9.81,10.41,11.01,11.61
