i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.70,,,,,,,,,,,,,,,,,,
2,1.70,2.75,,,,,,,,,,,,,,,,,
3,1.70,2.75,3.88,,,,,,,,,,,,,,,,
4,1.70,2.75,3.88,5.01,,,,,,,,,,,,,,,
5,1.70,2.75,3.88,5.01,6.12,,,,,,,,,,,,,,
6,1.70,2.75,3.88,5.01,6.12,7.24,,,,,,,,,,,,,
7,1.70,2.75,3.88,5.01,6.12,7.24,8.34,,,,,,,,,,,,
8,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,,,,,,,,,,,
9,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,10.52,,,,,,,,,,
10,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,10.52,11.61,,,,,,,,,
11,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,10.52,11.61,12.68,,,,,,,,
12,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,10.52,11.61,12.68,13.76,,,,,,,
13,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,10.52,11.61,12.68,13.76,14.83,,,,,,
14,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,10.52,11.61,12.68,13.76,14.83,15.90,,,,,
15,1.70,2.75,3.88,5.01,6.12,7.24,8.34,9.43,10.52,11.61,12.68,13.76,14.83,15.90,16.96,,,,
16,1.70,2.75,3.88,5.00,6.12,7.24,8.34,9.43,10.52,11.61,12.68,13.76,14.83,15.89,16.96,18.03,,,
17,1.70,2.73,3.88,5.00,6.12,7.23,8.33,9.43,10.52,11.60,12.68,13.75,14.82,15.89,16.95,18.02,19.08,,
18,1.68,2.69,3.83,4.95,6.07,7.17,8.27,9.36,10.45,11.53,12.60,13.68,14.74,15.81,16.88,17.94,19.00,20.06,
19,1.16,2.25,3.33,4.41,5.47,6.54,7.62,8.68,9.73,10.79,11.85,12.89,13.95,14.99,16.04,17.08,18.13,19.17,20.21
