i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.16,,,,,,,,,,,,,,,,,,,
2,9.63,10.81,,,,,,,,,,,,,,,,,,
3,9.10,10.28,11.04,,,,,,,,,,,,,,,,,
4,8.57,9.75,10.51,11.25,,,,,,,,,,,,,,,,
5,8.04,9.22,9.98,10.73,11.45,,,,,,,,,,,,,,,
6,7.51,8.69,9.46,10.20,10.92,11.63,,,,,,,,,,,,,,
7,6.98,8.16,8.93,9.67,10.39,11.11,11.81,,,,,,,,,,,,,
8,6.45,7.63,8.40,9.14,9.86,10.58,11.28,11.98,,,,,,,,,,,,
9,5.93,7.10,7.87,8.61,9.33,10.05,10.75,11.45,12.14,,,,,,,,,,,
10,5.40,6.57,7.34,8.08,8.80,9.52,10.22,10.92,11.61,12.30,,,,,,,,,,
11,4.87,6.05,6.81,7.55,8.28,8.99,9.69,10.39,11.08,11.77,12.45,,,,,,,,,
12,4.34,5.52,6.28,7.02,7.75,8.46,9.16,9.86,10.55,11.24,11.92,12.60,,,,,,,,
13,3.81,4.99,5.75,6.49,7.22,7.93,8.63,9.33,10.02,10.71,11.39,12.07,12.74,,,,,,,
14,3.28,4.46,5.22,5.96,6.69,7.40,8.11,8.80,9.49,10.18,10.86,11.54,12.22,12.89,,,,,,
15,2.75,3.93,4.69,5.44,6.16,6.87,7.58,8.27,8.96,9.65,10.33,11.01,11.69,12.36,13.03,,,,,
16,2.22,3.40,4.17,4.91,5.63,6.34,7.05,7.74,8.44,9.12,9.80,10.48,11.16,11.83,12.50,13.17,,,,
17,1.69,2.87,3.64,4.38,5.10,5.81,6.52,7.21,7.91,8.59,9.27,9.95,10.63,11.30,11.97,12.64,13.30,,,
18,1.17,2.34,3.10,3.84,4.57,5.28,5.98,6.68,7.37,8.05,8.73,9.41,10.09,10.76,11.43,12.10,12.76,13.42,,
19,0.64,1.79,2.54,3.26,3.97,4.68,5.37,6.06,6.74,7.42,8.10,8.77,9.44,10.11,10.77,11.43,12.10,12.75,13.41,
20,0.00,0.98,1.58,2.18,2.78,3.38,3.98,4.58,5.18,5.78,6.38,6.98,7.58,8.18,8.78,9.38,9.98,10.58,11.18,11.78
