i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.70,,,,,,,,,,,,,,,,,,,
2,9.20,10.28,,,,,,,,,,,,,,,,,,
3,8.69,9.78,10.54,,,,,,,,,,,,,,,,,
4,8.18,9.27,10.03,10.76,,,,,,,,,,,,,,,,
5,7.67,8.76,9.52,10.26,10.98,,,,,,,,,,,,,,,
6,7.17,8.25,9.01,9.75,10.47,11.18,,,,,,,,,,,,,,
7,6.66,7.75,8.51,9.24,9.96,10.67,11.37,,,,,,,,,,,,,
8,6.15,7.24,8.00,8.73,9.45,10.16,10.86,11.55,,,,,,,,,,,,
9,5.64,6.73,7.49,8.23,8.94,9.65,10.35,11.04,11.73,,,,,,,,,,,
10,5.13,6.22,6.98,7.72,8.44,9.14,9.84,10.54,11.22,11.90,,,,,,,,,,
11,4.63,5.72,6.48,7.21,7.93,8.64,9.34,10.03,10.71,11.40,12.07,,,,,,,,,
12,4.12,5.21,5.97,6.70,7.42,8.13,8.83,9.52,10.21,10.89,11.57,12.24,,,,,,,,
13,3.61,4.70,5.46,6.20,6.91,7.62,8.32,9.01,9.70,10.38,11.06,11.73,12.40,,,,,,,
14,3.10,4.19,4.95,5.69,6.41,7.11,7.81,8.51,9.19,9.87,10.55,11.23,11.90,12.57,,,,,,
15,2.60,3.69,4.45,5.18,5.90,6.61,7.31,8.00,8.68,9.37,10.04,10.72,11.39,12.06,12.72,,,,,
16,2.09,3.18,3.94,4.67,5.39,6.10,6.80,7.49,8.18,8.86,9.54,10.21,10.88,11.55,12.22,12.88,,,,
17,1.58,2.67,3.43,4.16,4.88,5.59,6.29,6.98,7.67,8.35,9.03,9.70,10.37,11.04,11.71,12.37,13.03,,,
18,1.08,2.16,2.92,3.65,4.37,5.08,5.78,6.47,7.15,7.83,8.51,9.19,9.86,10.52,11.19,11.85,12.52,13.17,,
19,0.58,1.64,2.38,3.10,3.81,4.51,5.20,5.88,6.56,7.24,7.91,8.58,9.24,9.91,10.57,11.23,11.89,12.54,13.20,
20,0.00,0.89,1.49,2.09,2.69,3.29,3.89,4.49,5.09,5.69,6.29,6.89,7.49,8.09,8.69,9.29,9.89,10.49,11.09,11.69
