i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.97,,,,,,,,,,,,,,,,,,,
2,9.44,10.33,,,,,,,,,,,,,,,,,,
3,8.91,9.80,10.58,,,,,,,,,,,,,,,,,
4,8.38,9.27,10.05,10.81,,,,,,,,,,,,,,,,
5,7.85,8.74,9.52,10.28,11.01,,,,,,,,,,,,,,,
6,7.32,8.21,8.99,9.75,10.48,11.21,,,,,,,,,,,,,,
7,6.79,7.68,8.46,9.22,9.95,10.68,11.39,,,,,,,,,,,,,
8,6.26,7.15,7.93,8.69,9.42,10.15,10.86,11.56,,,,,,,,,,,,
9,5.73,6.62,7.40,8.16,8.89,9.62,10.33,11.03,11.73,,,,,,,,,,,
10,5.20,6.09,6.87,7.63,8.36,9.09,9.80,10.50,11.20,11.89,,,,,,,,,,
11,4.67,5.56,6.34,7.10,7.83,8.56,9.27,9.97,10.67,11.36,12.05,,,,,,,,,
12,4.14,5.03,5.81,6.57,7.30,8.03,8.74,9.44,10.14,10.83,11.52,12.20,,,,,,,,
13,3.61,4.50,5.28,6.04,6.77,7.50,8.21,8.91,9.61,10.30,10.99,11.67,12.35,,,,,,,
14,3.08,3.97,4.75,5.51,6.24,6.97,7.68,8.38,9.08,9.77,10.46,11.14,11.82,12.49,,,,,,
15,2.55,3.44,4.22,4.97,5.71,6.44,7.15,7.85,8.55,9.24,9.93,10.61,11.29,11.96,12.63,,,,,
16,2.02,2.91,3.69,4.44,5.18,5.91,6.62,7.32,8.02,8.71,9.40,10.08,10.76,11.43,12.10,12.77,,,,
17,1.49,2.38,3.16,3.91,4.65,5.37,6.09,6.79,7.49,8.18,8.87,9.55,10.23,10.90,11.57,12.24,12.91,,,
18,0.96,1.84,2.63,3.38,4.12,4.84,5.55,6.25,6.95,7.64,8.33,9.01,9.69,10.36,11.03,11.70,12.37,13.03,,
19,0.43,1.29,2.06,2.80,3.53,4.24,4.95,5.64,6.33,7.01,7.69,8.37,9.04,9.71,10.38,11.04,11.71,12.37,13.02,
20,0.00,0.63,1.23,1.83,2.43,3.03,3.63,4.23,4.83,5.43,6.03,6.63,7.23,7.83,8.43,9.03,9.63,10.23,10.83,11.43
