i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.12,,,,,,,,,,,,,,,,,,,
2,9.60,10.81,,,,,,,,,,,,,,,,,,
3,9.07,10.28,11.05,,,,,,,,,,,,,,,,,
4,8.54,9.76,10.52,11.26,,,,,,,,,,,,,,,,
5,8.02,9.23,9.99,10.73,11.45,,,,,,,,,,,,,,,
6,7.49,8.70,9.47,10.21,10.93,11.64,,,,,,,,,,,,,,
7,6.96,8.18,8.94,9.68,10.40,11.11,11.82,,,,,,,,,,,,,
8,6.44,7.65,8.41,9.15,9.87,10.59,11.29,11.98,,,,,,,,,,,,
9,5.91,7.12,7.89,8.63,9.35,10.06,10.76,11.46,12.15,,,,,,,,,,,
10,5.38,6.60,7.36,8.10,8.82,9.53,10.24,10.93,11.62,12.31,,,,,,,,,,
11,4.86,6.07,6.83,7.57,8.29,9.01,9.71,10.40,11.09,11.78,12.46,,,,,,,,,
12,4.33,5.54,6.31,7.05,7.77,8.48,9.18,9.88,10.57,11.25,11.93,12.61,,,,,,,,
13,3.80,5.02,5.78,6.52,7.24,7.95,8.66,9.35,10.04,10.73,11.41,12.08,12.76,,,,,,,
14,3.28,4.49,5.25,5.99,6.71,7.43,8.13,8.82,9.51,10.20,10.88,11.56,12.23,12.90,,,,,,
15,2.75,3.96,4.73,5.47,6.19,6.90,7.60,8.30,8.99,9.67,10.35,11.03,11.71,12.38,13.05,,,,,
16,2.22,3.44,4.20,4.94,5.66,6.37,7.08,7.77,8.46,9.15,9.83,10.50,11.18,11.85,12.52,13.19,,,,
17,1.70,2.91,3.67,4.41,5.13,5.85,6.55,7.24,7.93,8.62,9.30,9.98,10.65,11.32,11.99,12.66,13.32,,,
18,1.17,2.38,3.14,3.88,4.60,5.31,6.01,6.71,7.40,8.08,8.76,9.44,10.11,10.79,11.45,12.12,12.78,13.45,,
19,0.66,1.84,2.58,3.30,4.01,4.71,5.41,6.10,6.78,7.46,8.13,8.80,9.47,10.14,10.80,11.46,12.12,12.78,13.44,
20,0.00,1.01,1.61,2.21,2.81,3.41,4.01,4.61,5.21,5.81,6.41,7.01,7.61,8.21,8.81,9.41,10.01,10.61,11.21,11.81
