i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.47,,,,,,,,,,,,,,,,,,,
2,9.92,11.03,,,,,,,,,,,,,,,,,,
3,9.38,10.48,11.26,,,,,,,,,,,,,,,,,
4,8.83,9.93,10.71,11.46,,,,,,,,,,,,,,,,
5,8.28,9.39,10.16,10.92,11.65,,,,,,,,,,,,,,,
6,7.74,8.84,9.62,10.37,11.10,11.82,,,,,,,,,,,,,,
7,7.19,8.30,9.07,9.82,10.56,11.28,11.99,,,,,,,,,,,,,
8,6.64,7.75,8.53,9.28,10.01,10.73,11.44,12.15,,,,,,,,,,,,
9,6.10,7.20,7.98,8.73,9.46,10.18,10.90,11.60,12.30,,,,,,,,,,,
10,5.55,6.66,7.43,8.18,8.92,9.64,10.35,11.05,11.75,12.44,,,,,,,,,,
11,5.00,6.11,6.89,7.64,8.37,9.09,9.80,10.51,11.20,11.89,12.58,,,,,,,,,
12,4.46,5.56,6.34,7.09,7.82,8.55,9.26,9.96,10.66,11.35,12.04,12.72,,,,,,,,
13,3.91,5.02,5.79,6.54,7.28,8.00,8.71,9.41,10.11,10.80,11.49,12.17,12.85,,,,,,,
14,3.36,4.47,5.25,6.00,6.73,7.45,8.16,8.87,9.56,10.26,10.94,11.63,12.30,12.98,,,,,,
15,2.82,3.92,4.70,5.45,6.18,6.91,7.62,8.32,9.02,9.71,10.40,11.08,11.76,12.43,13.11,,,,,
16,2.27,3.38,4.15,4.90,5.64,6.36,7.07,7.77,8.47,9.16,9.85,10.53,11.21,11.89,12.56,13.23,,,,
17,1.72,2.83,3.61,4.36,5.09,5.81,6.52,7.23,7.92,8.61,9.30,9.98,10.66,11.34,12.01,12.68,13.35,,,
18,1.18,2.28,3.05,3.80,4.54,5.26,5.97,6.67,7.37,8.06,8.74,9.43,10.11,10.78,11.45,12.13,12.79,13.46,,
19,0.62,1.71,2.47,3.20,3.92,4.63,5.34,6.03,6.72,7.40,8.08,8.76,9.43,10.10,10.77,11.44,12.10,12.76,13.42,
20,0.00,0.90,1.50,2.10,2.70,3.30,3.90,4.50,5.10,5.70,6.30,6.90,7.50,8.10,8.70,9.30,9.90,10.50,11.10,11.70
