i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.97,,,,,,,,,,,,,,,,,,,
2,9.45,10.40,,,,,,,,,,,,,,,,,,
3,8.92,9.87,10.65,,,,,,,,,,,,,,,,,
4,8.40,9.35,10.12,10.87,,,,,,,,,,,,,,,,
5,7.87,8.82,9.60,10.34,11.07,,,,,,,,,,,,,,,
6,7.35,8.29,9.07,9.82,10.55,11.27,,,,,,,,,,,,,,
7,6.82,7.77,8.54,9.29,10.02,10.74,11.45,,,,,,,,,,,,,
8,6.29,7.24,8.02,8.77,9.50,10.22,10.92,11.62,,,,,,,,,,,,
9,5.77,6.72,7.49,8.24,8.97,9.69,10.40,11.10,11.79,,,,,,,,,,,
10,5.24,6.19,6.97,7.72,8.45,9.17,9.87,10.57,11.27,11.96,,,,,,,,,,
11,4.72,5.67,6.44,7.19,7.92,8.64,9.35,10.05,10.74,11.43,12.11,,,,,,,,,
12,4.19,5.14,5.92,6.67,7.40,8.12,8.82,9.52,10.22,10.91,11.59,12.27,,,,,,,,
13,3.67,4.62,5.39,6.14,6.87,7.59,8.30,9.00,9.69,10.38,11.06,11.74,12.42,,,,,,,
14,3.14,4.09,4.87,5.62,6.35,7.06,7.77,8.47,9.17,9.85,10.54,11.22,11.89,12.57,,,,,,
15,2.62,3.57,4.34,5.09,5.82,6.54,7.25,7.95,8.64,9.33,10.01,10.69,11.37,12.04,12.71,,,,,
16,2.09,3.04,3.82,4.56,5.30,6.01,6.72,7.42,8.12,8.80,9.49,10.17,10.84,11.52,12.19,12.85,,,,
17,1.57,2.52,3.29,4.04,4.77,5.49,6.20,6.90,7.59,8.28,8.96,9.64,10.32,10.99,11.66,12.33,12.99,,,
18,1.04,1.99,2.76,3.51,4.24,4.96,5.66,6.36,7.06,7.74,8.43,9.11,9.78,10.45,11.12,11.79,12.46,13.12,,
19,0.50,1.44,2.20,2.94,3.66,4.36,5.06,5.75,6.44,7.12,7.80,8.47,9.14,9.81,10.48,11.14,11.80,12.46,13.12,
20,0.00,0.74,1.34,1.94,2.54,3.14,3.74,4.34,4.94,5.54,6.14,6.74,7.34,7.94,8.54,9.14,9.74,10.34,10.94,11.54
