i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.62,,,,,,,,,,,,,,,,,,
2,1.62,2.65,,,,,,,,,,,,,,,,,
3,1.62,2.65,3.77,,,,,,,,,,,,,,,,
4,1.62,2.65,3.77,4.90,,,,,,,,,,,,,,,
5,1.62,2.65,3.77,4.90,6.01,,,,,,,,,,,,,,
6,1.62,2.65,3.77,4.90,6.01,7.12,,,,,,,,,,,,,
7,1.62,2.65,3.77,4.90,6.01,7.12,8.22,,,,,,,,,,,,
8,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,,,,,,,,,,,
9,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,,,,,,,,,,
10,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,11.49,,,,,,,,,
11,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,11.49,12.56,,,,,,,,
12,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,11.49,12.56,13.64,,,,,,,
13,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,11.49,12.56,13.64,14.71,,,,,,
14,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,11.49,12.56,13.64,14.71,15.79,,,,,
15,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,11.49,12.56,13.64,14.71,15.79,16.84,,,,
16,1.62,2.65,3.77,4.90,6.01,7.12,8.22,9.31,10.40,11.48,12.56,13.64,14.71,15.79,16.84,17.91,,,
17,1.62,2.64,3.77,4.89,6.01,7.12,8.21,9.31,10.40,11.48,12.56,13.63,14.71,15.78,16.84,17.91,18.96,,
18,1.60,2.60,3.73,4.84,5.96,7.05,8.15,9.24,10.34,11.41,12.49,13.56,14.63,15.70,16.77,17.82,18.89,19.95,
19,1.07,2.16,3.23,4.32,5.38,6.46,7.51,8.57,9.63,10.70,11.74,12.79,13.85,14.89,15.94,16.98,18.02,19.07,20.11
