i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.83,,,,,,,,,,,,,,,,,,,
2,10.27,11.61,,,,,,,,,,,,,,,,,,
3,9.71,11.05,11.82,,,,,,,,,,,,,,,,,
4,9.15,10.49,11.27,12.01,,,,,,,,,,,,,,,,
5,8.59,9.93,10.71,11.45,12.18,,,,,,,,,,,,,,,
6,8.03,9.37,10.15,10.89,11.63,12.35,,,,,,,,,,,,,,
7,7.47,8.81,9.59,10.33,11.07,11.79,12.50,,,,,,,,,,,,,
8,6.91,8.26,9.03,9.77,10.51,11.23,11.94,12.64,,,,,,,,,,,,
9,6.35,7.70,8.47,9.21,9.95,10.67,11.38,12.08,12.78,,,,,,,,,,,
10,5.79,7.14,7.91,8.65,9.39,10.11,10.82,11.52,12.22,12.91,,,,,,,,,,
11,5.23,6.58,7.35,8.09,8.83,9.55,10.26,10.96,11.66,12.35,13.04,,,,,,,,,
12,4.67,6.02,6.79,7.54,8.27,8.99,9.70,10.40,11.10,11.79,12.48,13.16,,,,,,,,
13,4.11,5.46,6.23,6.98,7.71,8.43,9.14,9.84,10.54,11.23,11.92,12.60,13.28,,,,,,,
14,3.55,4.90,5.67,6.42,7.15,7.87,8.58,9.28,9.98,10.67,11.36,12.04,12.72,13.40,,,,,,
15,2.99,4.34,5.11,5.86,6.59,7.31,8.02,8.72,9.42,10.11,10.80,11.48,12.16,12.84,13.52,,,,,
16,2.43,3.78,4.55,5.30,6.03,6.75,7.46,8.16,8.86,9.55,10.24,10.92,11.60,12.28,12.96,13.63,,,,
17,1.87,3.22,3.99,4.74,5.47,6.19,6.90,7.60,8.30,8.99,9.68,10.36,11.04,11.72,12.40,13.07,13.74,,,
18,1.32,2.65,3.42,4.17,4.90,5.62,6.33,7.03,7.73,8.42,9.11,9.79,10.47,11.15,11.82,12.50,13.17,13.83,,
19,0.76,2.07,2.82,3.55,4.26,4.97,5.67,6.37,7.06,7.74,8.42,9.10,9.77,10.45,11.12,11.78,12.45,13.11,13.77,
20,0.00,1.14,1.74,2.34,2.94,3.54,4.14,4.74,5.34,5.94,6.54,7.14,7.74,8.34,8.94,9.54,10.14,10.74,11.34,11.94
