i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.90,,,,,,,,,,,,,,,,,,,
2,9.38,10.53,,,,,,,,,,,,,,,,,,
3,8.87,10.01,10.77,,,,,,,,,,,,,,,,,
4,8.35,9.49,10.26,10.99,,,,,,,,,,,,,,,,
5,7.83,8.98,9.74,10.48,11.20,,,,,,,,,,,,,,,
6,7.32,8.46,9.22,9.96,10.68,11.39,,,,,,,,,,,,,,
7,6.80,7.94,8.71,9.44,10.16,10.87,11.57,,,,,,,,,,,,,
8,6.28,7.43,8.19,8.93,9.65,10.36,11.06,11.75,,,,,,,,,,,,
9,5.77,6.91,7.67,8.41,9.13,9.84,10.54,11.23,11.92,,,,,,,,,,,
10,5.25,6.39,7.16,7.89,8.61,9.32,10.02,10.72,11.41,12.09,,,,,,,,,,
11,4.73,5.88,6.64,7.38,8.10,8.81,9.51,10.20,10.89,11.57,12.25,,,,,,,,,
12,4.22,5.36,6.12,6.86,7.58,8.29,8.99,9.68,10.37,11.06,11.74,12.41,,,,,,,,
13,3.70,4.84,5.61,6.34,7.06,7.77,8.47,9.17,9.86,10.54,11.22,11.89,12.57,,,,,,,
14,3.18,4.33,5.09,5.83,6.55,7.26,7.96,8.65,9.34,10.02,10.70,11.38,12.05,12.72,,,,,,
15,2.67,3.81,4.57,5.31,6.03,6.74,7.44,8.13,8.82,9.51,10.19,10.86,11.53,12.20,12.87,,,,,
16,2.15,3.29,4.06,4.79,5.51,6.22,6.92,7.62,8.31,8.99,9.67,10.34,11.02,11.69,12.35,13.02,,,,
17,1.63,2.78,3.54,4.28,5.00,5.71,6.41,7.10,7.79,8.47,9.15,9.83,10.50,11.17,11.84,12.50,13.16,,,
18,1.12,2.26,3.02,3.75,4.47,5.18,5.88,6.58,7.26,7.95,8.63,9.30,9.97,10.64,11.31,11.97,12.64,13.30,,
19,0.61,1.73,2.47,3.19,3.90,4.60,5.29,5.98,6.66,7.34,8.01,8.68,9.35,10.01,10.67,11.33,11.99,12.65,13.31,
20,0.00,0.94,1.54,2.14,2.74,3.34,3.94,4.54,5.14,5.74,6.34,6.94,7.54,8.14,8.74,9.34,9.94,10.54,11.14,11.74
