i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.53,,,,,,,,,,,,,,,,,,
2,0.53,1.67,,,,,,,,,,,,,,,,,
3,0.53,1.67,2.75,,,,,,,,,,,,,,,,
4,0.53,1.67,2.75,3.82,,,,,,,,,,,,,,,
5,0.53,1.67,2.75,3.82,4.88,,,,,,,,,,,,,,
6,0.53,1.67,2.75,3.82,4.88,5.92,,,,,,,,,,,,,
7,0.53,1.67,2.75,3.82,4.88,5.92,6.97,,,,,,,,,,,,
8,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,,,,,,,,,,,
9,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,,,,,,,,,,
10,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,10.08,,,,,,,,,
11,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,10.08,11.12,,,,,,,,
12,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,10.08,11.12,12.15,,,,,,,
13,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,10.08,11.12,12.15,13.18,,,,,,
14,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,10.08,11.12,12.15,13.18,14.21,,,,,
15,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,10.08,11.12,12.15,13.18,14.21,15.24,,,,
16,0.53,1.67,2.75,3.82,4.88,5.92,6.97,8.01,9.05,10.08,11.12,12.15,13.18,14.21,15.24,16.26,,,
17,0.53,1.67,2.75,3.82,4.87,5.92,6.97,8.01,9.05,10.08,11.12,12.15,13.18,14.21,15.24,16.26,17.29,,
18,0.53,1.67,2.75,3.81,4.87,5.91,6.96,8.00,9.04,10.07,11.11,12.14,13.17,14.20,15.22,16.25,17.28,18.32,
19,0.46,1.56,2.63,3.68,4.72,5.76,6.79,7.82,8.85,9.88,10.91,11.93,12.96,13.98,15.00,16.02,17.05,18.07,19.12
