i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.66,,,,,,,,,,,,,,,,,,,
2,9.15,10.19,,,,,,,,,,,,,,,,,,
3,8.65,9.68,10.44,,,,,,,,,,,,,,,,,
4,8.14,9.17,9.94,10.67,,,,,,,,,,,,,,,,
5,7.63,8.67,9.43,10.17,10.89,,,,,,,,,,,,,,,
6,7.13,8.16,8.92,9.66,10.38,11.09,,,,,,,,,,,,,,
7,6.62,7.65,8.42,9.15,9.87,10.58,11.28,,,,,,,,,,,,,
8,6.11,7.15,7.91,8.65,9.37,10.08,10.77,11.47,,,,,,,,,,,,
9,5.61,6.64,7.40,8.14,8.86,9.57,10.27,10.96,11.65,,,,,,,,,,,
10,5.10,6.14,6.90,7.63,8.35,9.06,9.76,10.45,11.14,11.82,,,,,,,,,,
11,4.60,5.63,6.39,7.13,7.85,8.56,9.26,9.95,10.64,11.32,12.00,,,,,,,,,
12,4.09,5.12,5.89,6.62,7.34,8.05,8.75,9.44,10.13,10.81,11.49,12.16,,,,,,,,
13,3.58,4.62,5.38,6.12,6.84,7.54,8.24,8.94,9.62,10.30,10.98,11.66,12.33,,,,,,,
14,3.08,4.11,4.87,5.61,6.33,7.04,7.74,8.43,9.12,9.80,10.48,11.15,11.82,12.49,,,,,,
15,2.57,3.60,4.37,5.10,5.82,6.53,7.23,7.92,8.61,9.29,9.97,10.64,11.32,11.98,12.65,,,,,
16,2.06,3.10,3.86,4.60,5.32,6.02,6.72,7.42,8.10,8.79,9.46,10.14,10.81,11.48,12.14,12.81,,,,
17,1.56,2.59,3.35,4.09,4.81,5.52,6.22,6.91,7.60,8.28,8.96,9.63,10.30,10.97,11.64,12.30,12.96,,,
18,1.05,2.08,2.84,3.58,4.30,5.01,5.71,6.40,7.08,7.76,8.44,9.12,9.79,10.46,11.12,11.78,12.45,13.11,,
19,0.55,1.56,2.31,3.03,3.74,4.44,5.13,5.81,6.49,7.17,7.84,8.51,9.18,9.84,10.50,11.16,11.82,12.47,13.13,
20,0.00,0.84,1.44,2.04,2.64,3.24,3.84,4.44,5.04,5.64,6.24,6.84,7.44,8.04,8.64,9.24,9.84,10.44,11.04,11.64
