i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.48,,,,,,,,,,,,,,,,,,,
2,7.08,7.83,,,,,,,,,,,,,,,,,,
3,6.69,7.43,8.16,,,,,,,,,,,,,,,,,
4,6.29,7.03,7.76,8.46,,,,,,,,,,,,,,,,
5,5.89,6.63,7.36,8.07,8.76,,,,,,,,,,,,,,,
6,5.49,6.24,6.96,7.67,8.36,9.04,,,,,,,,,,,,,,
7,5.10,5.84,6.57,7.27,7.96,8.64,9.32,,,,,,,,,,,,,
8,4.70,5.44,6.17,6.87,7.56,8.25,8.92,9.59,,,,,,,,,,,,
9,4.30,5.04,5.77,6.48,7.17,7.85,8.52,9.19,9.86,,,,,,,,,,,
10,3.90,4.65,5.37,6.08,6.77,7.45,8.13,8.80,9.46,10.12,,,,,,,,,,
11,3.51,4.25,4.98,5.68,6.37,7.05,7.73,8.40,9.06,9.72,10.38,,,,,,,,,
12,3.11,3.85,4.58,5.28,5.97,6.66,7.33,8.00,8.67,9.33,9.99,10.64,,,,,,,,
13,2.71,3.45,4.18,4.89,5.58,6.26,6.93,7.60,8.27,8.93,9.59,10.24,10.90,,,,,,,
14,2.31,3.06,3.78,4.49,5.18,5.86,6.54,7.21,7.87,8.53,9.19,9.85,10.50,11.15,,,,,,
15,1.92,2.66,3.39,4.09,4.78,5.46,6.14,6.81,7.47,8.13,8.79,9.45,10.10,10.75,11.40,,,,,
16,1.52,2.26,2.99,3.69,4.38,5.07,5.74,6.41,7.08,7.74,8.39,9.05,9.70,10.35,11.00,11.65,,,,
17,1.12,1.86,2.59,3.29,3.99,4.67,5.34,6.01,6.68,7.34,8.00,8.65,9.31,9.96,10.61,11.25,11.90,,,
18,0.72,1.46,2.19,2.90,3.59,4.27,4.94,5.61,6.28,6.94,7.60,8.25,8.90,9.55,10.20,10.85,11.50,12.14,,
19,0.33,1.06,1.78,2.47,3.16,3.83,4.50,5.17,5.83,6.49,7.14,7.79,8.44,9.09,9.74,10.38,11.03,11.67,12.31,
20,0.00,0.57,1.17,1.77,2.37,2.97,3.57,4.17,4.77,5.37,5.97,6.57,7.17,7.77,8.37,8.97,9.57,10.17,10.77,11.37
