i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.46,,,,,,,,,,,,,,,,,,,
2,6.12,7.74,,,,,,,,,,,,,,,,,,
3,5.79,7.40,8.38,,,,,,,,,,,,,,,,,
4,5.45,7.07,8.04,9.01,,,,,,,,,,,,,,,,
5,5.12,6.74,7.71,8.67,9.63,,,,,,,,,,,,,,,
6,4.79,6.40,7.37,8.34,9.29,10.24,,,,,,,,,,,,,,
7,4.45,6.07,7.04,8.00,8.96,9.91,10.85,,,,,,,,,,,,,
8,4.12,5.73,6.71,7.67,8.62,9.57,10.52,11.46,,,,,,,,,,,,
9,3.78,5.40,6.37,7.33,8.29,9.24,10.19,11.13,12.07,,,,,,,,,,,
10,3.45,5.06,6.04,7.00,7.96,8.91,9.85,10.79,11.73,12.67,,,,,,,,,,
11,3.11,4.73,5.70,6.67,7.62,8.57,9.52,10.46,11.40,12.34,13.28,,,,,,,,,
12,2.78,4.40,5.37,6.33,7.29,8.24,9.18,10.13,11.07,12.00,12.94,13.88,,,,,,,,
13,2.45,4.06,5.04,6.00,6.95,7.90,8.85,9.79,10.73,11.67,12.61,13.54,14.48,,,,,,,
14,2.11,3.73,4.70,5.66,6.62,7.57,8.51,9.46,10.40,11.34,12.27,13.21,14.14,15.07,,,,,,
15,1.78,3.39,4.37,5.33,6.28,7.23,8.18,9.12,10.06,11.00,11.94,12.87,13.81,14.74,15.67,,,,,
16,1.44,3.06,4.03,5.00,5.95,6.90,7.85,8.79,9.73,10.67,11.60,12.54,13.47,14.40,15.34,16.27,,,,
17,1.11,2.73,3.70,4.66,5.62,6.57,7.51,8.46,9.40,10.33,11.27,12.20,13.14,14.07,15.00,15.93,16.86,,,
18,0.78,2.39,3.36,4.33,5.28,6.23,7.18,8.12,9.06,10.00,10.94,11.87,12.80,13.74,14.67,15.60,16.53,17.45,,
19,0.46,2.07,3.04,4.00,4.95,5.90,6.84,7.78,8.72,9.66,10.60,11.53,12.46,13.39,14.33,15.25,16.18,17.11,18.04,
20,0.00,1.52,2.42,3.32,4.22,5.12,6.02,6.92,7.82,8.72,9.62,10.52,11.42,12.32,13.22,14.12,15.02,15.92,16.82,17.72
