i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.64,,,,,,,,,,,,,,,,,,,
2,5.34,6.55,,,,,,,,,,,,,,,,,,
3,5.05,6.26,7.23,,,,,,,,,,,,,,,,,
4,4.75,5.96,6.93,7.89,,,,,,,,,,,,,,,,
5,4.46,5.67,6.64,7.59,8.55,,,,,,,,,,,,,,,
6,4.16,5.37,6.34,7.30,8.25,9.20,,,,,,,,,,,,,,
7,3.87,5.08,6.05,7.00,7.96,8.90,9.84,,,,,,,,,,,,,
8,3.57,4.78,5.75,6.71,7.66,8.61,9.55,10.49,,,,,,,,,,,,
9,3.28,4.49,5.46,6.41,7.37,8.31,9.25,10.19,11.13,,,,,,,,,,,
10,2.98,4.19,5.16,6.12,7.07,8.02,8.96,9.90,10.83,11.77,,,,,,,,,,
11,2.69,3.90,4.87,5.82,6.78,7.72,8.66,9.60,10.54,11.47,12.41,,,,,,,,,
12,2.39,3.60,4.57,5.53,6.48,7.43,8.37,9.31,10.24,11.18,12.11,13.04,,,,,,,,
13,2.10,3.30,4.28,5.23,6.19,7.13,8.07,9.01,9.95,10.88,11.82,12.75,13.68,,,,,,,
14,1.80,3.01,3.98,4.94,5.89,6.84,7.78,8.72,9.65,10.59,11.52,12.45,13.38,14.31,,,,,,
15,1.51,2.71,3.69,4.64,5.60,6.54,7.48,8.42,9.36,10.29,11.23,12.16,13.09,14.02,14.95,,,,,
16,1.21,2.42,3.39,4.35,5.30,6.25,7.19,8.13,9.06,10.00,10.93,11.86,12.79,13.72,14.65,15.58,,,,
17,0.92,2.12,3.09,4.05,5.00,5.95,6.89,7.83,8.77,9.70,10.64,11.57,12.50,13.43,14.36,15.28,16.21,,,
18,0.62,1.83,2.80,3.76,4.71,5.66,6.60,7.54,8.47,9.41,10.34,11.27,12.20,13.13,14.06,14.99,15.91,16.84,,
19,0.34,1.54,2.51,3.47,4.42,5.36,6.30,7.24,8.18,9.11,10.04,10.97,11.90,12.83,13.76,14.69,15.61,16.54,17.46,
20,0.00,1.12,2.02,2.92,3.82,4.72,5.62,6.52,7.42,8.32,9.22,10.12,11.02,11.92,12.82,13.72,14.62,15.52,16.42,17.32
