i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1.96,,,,,,,,,,,,,,,,,,,
2,1.86,2.78,,,,,,,,,,,,,,,,,,
3,1.76,2.68,3.60,,,,,,,,,,,,,,,,,
4,1.65,2.57,3.50,4.42,,,,,,,,,,,,,,,,
5,1.55,2.47,3.40,4.32,5.24,,,,,,,,,,,,,,,
6,1.45,2.37,3.29,4.22,5.14,6.06,,,,,,,,,,,,,,
7,1.34,2.26,3.19,4.11,5.03,5.95,6.87,,,,,,,,,,,,,
8,1.24,2.16,3.09,4.01,4.93,5.85,6.77,7.68,,,,,,,,,,,,
9,1.14,2.06,2.98,3.91,4.83,5.75,6.66,7.58,8.49,,,,,,,,,,,
10,1.03,1.95,2.88,3.80,4.72,5.64,6.56,7.47,8.39,9.30,,,,,,,,,,
11,0.93,1.85,2.78,3.70,4.62,5.54,6.46,7.37,8.29,9.20,10.11,,,,,,,,,
12,0.83,1.74,2.67,3.60,4.52,5.44,6.35,7.27,8.18,9.10,10.01,10.93,,,,,,,,
13,0.72,1.64,2.57,3.49,4.41,5.33,6.25,7.16,8.08,8.99,9.91,10.82,11.72,,,,,,,
14,0.62,1.54,2.47,3.39,4.31,5.23,6.15,7.06,7.98,8.89,9.80,10.72,11.62,12.63,,,,,,
15,0.52,1.43,2.36,3.29,4.21,5.12,6.04,6.96,7.87,8.79,9.70,10.62,11.52,12.53,13.16,,,,,
16,0.41,1.33,2.26,3.18,4.10,5.02,5.94,6.85,7.77,8.68,9.60,10.51,11.42,12.42,13.11,8.77,,,,
17,0.31,1.23,2.16,3.08,4.00,4.92,5.83,6.75,7.67,8.58,9.49,10.41,11.31,12.32,13.05,9.61,-106.04,,,
18,0.20,1.12,2.05,2.98,3.90,4.81,5.73,6.65,7.56,8.48,9.39,10.30,11.21,12.22,13.00,10.46,-81.19,-3692.51,,
19,0.10,1.02,1.95,2.87,3.79,4.71,5.63,6.54,7.46,8.37,9.28,10.20,11.11,12.12,12.99,12.07,-36.38,-1948.14,-13479.00,
20,0.00,0.88,1.78,2.68,3.58,4.48,5.38,6.28,7.18,8.08,8.98,9.88,10.78,11.68,12.58,13.48,14.38,15.28,16.18,17.08
