i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.92,,,,,,,,,,,,,,,,,,,
2,5.61,6.91,,,,,,,,,,,,,,,,,,
3,5.31,6.61,7.58,,,,,,,,,,,,,,,,,
4,5.00,6.30,7.27,8.23,,,,,,,,,,,,,,,,
5,4.69,5.99,6.96,7.92,8.87,,,,,,,,,,,,,,,
6,4.38,5.68,6.65,7.61,8.56,9.51,,,,,,,,,,,,,,
7,4.07,5.37,6.34,7.30,8.25,9.20,10.15,,,,,,,,,,,,,
8,3.76,5.06,6.03,6.99,7.94,8.89,9.84,10.78,,,,,,,,,,,,
9,3.45,4.75,5.72,6.68,7.64,8.58,9.53,10.47,11.41,,,,,,,,,,,
10,3.14,4.44,5.41,6.37,7.33,8.27,9.22,10.16,11.10,12.03,,,,,,,,,,
11,2.83,4.13,5.10,6.06,7.02,7.96,8.91,9.85,10.79,11.72,12.66,,,,,,,,,
12,2.52,3.82,4.79,5.75,6.71,7.66,8.60,9.54,10.48,11.41,12.35,13.28,,,,,,,,
13,2.21,3.51,4.48,5.45,6.40,7.35,8.29,9.23,10.17,11.10,12.04,12.97,13.90,,,,,,,
14,1.90,3.20,4.18,5.14,6.09,7.04,7.98,8.92,9.86,10.79,11.73,12.66,13.59,14.52,,,,,,
15,1.59,2.89,3.87,4.83,5.78,6.73,7.67,8.61,9.55,10.49,11.42,12.35,13.28,14.21,15.14,,,,,
16,1.29,2.58,3.56,4.52,5.47,6.42,7.36,8.30,9.24,10.18,11.11,12.04,12.97,13.90,14.83,15.76,,,,
17,0.98,2.28,3.25,4.21,5.16,6.11,7.05,7.99,8.93,9.87,10.80,11.73,12.67,13.60,14.52,15.45,16.38,,,
18,0.67,1.97,2.94,3.90,4.85,5.80,6.74,7.68,8.62,9.56,10.49,11.42,12.36,13.29,14.21,15.14,16.07,17.00,,
19,0.37,1.67,2.63,3.59,4.54,5.49,6.43,7.37,8.31,9.25,10.18,11.11,12.04,12.97,13.90,14.83,15.75,16.68,17.61,
20,0.00,1.21,2.11,3.01,3.91,4.81,5.71,6.61,7.51,8.41,9.31,10.21,11.11,12.01,12.91,13.81,14.71,15.61,16.51,17.41
